p_symbol,last_close,last_volume,avg_volume,pct_change_1_day,pct_change_1_week,pct_change_1_month,pct_change_3_months,pct_change_1_year,sma_5,ema_5,sma_13,ema_13,sma_20,ema_20,sma_34,ema_34,sma_50,ema_50,sma_89,ema_89,sma_200,ema_200,bband_upper,bband_lower,bband_mid,macd,macd_signal,macd_hist,adx,dmi_plus,dmi_minus,rsi,stoch_k,stoch_d,cci,psar,true_range,atr,williams_r,trix,stochrsi_k,stochrsi_d,momentum,candle,p_date
20MICRONS,38.7,82097,140278.7,0.26,-1.4,29.87,36.99,41.24,38.95,38.86,39.17,37.88,36.09,36.61,33.23,34.76,32.02,33.53,31.41,32.05,30.11,30.32,44.88,27.31,36.09,2.36,2.39,-0.03,42.26,27.42,10.63,69.64,27.36,40.17,-91.79,45,1.25,2.14,-41.18,0.35,4.84,11.33,8.9,NO PATTERN,26-08-2016
3IINFOTECH,5.25,1699379,3993250.94,-0.94,-4.55,1.94,32.91,72.13,5.44,5.37,5.45,5.38,5.29,5.33,5.23,5.22,5.18,5.1,4.72,4.89,4.6,4.54,5.92,4.66,5.29,0.1,0.12,-0.02,28.4,25.55,20.36,49.27,25,38.89,-109.93,6.3,0.2,0.35,-72.41,0.34,0,14.5,0.1,NO PATTERN,26-08-2016
3MINDIA,12991.55,326,1241.8,-0.24,-1.49,-13.02,2.3,19.93,13142.1,13095.1,13146.12,13227.68,13380.12,13317.77,13626.87,13354.79,13350.67,13282.8,13166.48,12973.25,11916.33,12156.91,14203.02,12557.22,13380.12,-141.33,-93.12,-48.21,16.53,21.44,19.51,39.26,16.88,28.51,-105.72,13415.86,239.75,340.65,-94.82,0.13,0,11.04,-1945.05,Engulfing Line - Bearish,26-08-2016
A2ZINFRA,37.7,194562,1426623.72,-2.84,-5.99,-11.61,49.9,40.15,38.86,38.46,37.97,38.63,38.7,38.87,40.2,38.71,39.69,37.76,33.96,34.98,28.06,30.66,41.66,35.73,38.7,-0.33,-0.29,-0.03,17.15,18.98,25.04,44.95,40.02,53.91,-150.46,34.94,2,2.07,-49.25,0.49,0,22.54,-4.95,NO PATTERN,26-08-2016
AARTIDRUGS,486.7,13989,18702.48,-0.09,-1.11,-8.81,3.79,-24.35,492.8,490.24,489.93,492.26,495.23,493.46,500.58,492.27,487.6,489.46,477.77,487.5,498.83,512.57,521.25,469.21,495.23,-1.37,-0.13,-1.24,19.41,19.19,17.72,46.39,37.82,59.61,-78.42,465.27,14.9,17.36,-47.23,0.12,0,33.33,-47.05,NO PATTERN,26-08-2016
AARTIIND,605.75,31911,61915.4,2.05,1.97,8.79,17.35,41.55,596.41,597.94,591.51,589.32,579.61,581.44,563.8,568.29,547.87,557.37,534.15,540.17,510.6,513.7,616.58,542.63,579.61,15.15,14.85,0.3,39.26,22.36,8.11,64.37,70.21,53.9,110.84,575,21.75,18.85,-13.94,0.23,54.97,41.01,48.95,Engulfing Line - Bullish,26-08-2016
AARVEEDEN,74.15,7270,56283.48,0.88,-0.34,1.37,26.64,10.59,73.73,73.8,74.15,73.48,72.47,73.26,72.74,72.74,74.28,71.68,67.76,68.75,61.48,64.26,78.18,66.77,72.47,0.43,0.34,0.09,23.95,25.71,12.27,52.91,29.85,24.6,11.58,69.67,3.15,3.85,-57.29,0.23,100,64.62,1,NO PATTERN,26-08-2016
ABAN,215.7,543525,1205081.78,-1.21,-3.14,-3.14,8.09,-25.01,220.06,218.29,216.48,217.81,216.16,217.77,220.26,217.37,218.08,215.93,212.81,212.24,202.42,215.87,224.74,207.59,216.16,0.13,-0.24,0.38,11.55,23.27,21.79,47.33,25.93,41.52,-134.15,211.35,4.8,6.48,-63.39,0.11,0,21.96,-7,NO PATTERN,26-08-2016
ABB,1148.2,19802,56403.58,-0.87,-1.1,-10.59,-8.43,-12.19,1154.16,1156,1170.27,1172.89,1190.44,1186.79,1227.1,1203.89,1225.79,1213.05,1234.86,1216.29,1181.25,1201.31,1257.41,1123.47,1190.44,-24.96,-21.76,-3.2,37.21,9.08,23.75,31.3,33.88,31.4,-64.12,1141.92,25.65,28.7,-92.22,-0.05,33.93,74.53,-135.95,NO PATTERN,26-08-2016
ABBOTINDIA,4707.5,21340,1996.92,-0.42,0.61,0.93,-0.93,-0.01,4683.02,4694.3,4685.03,4687.12,4686.01,4684.78,4692.52,4676.82,4655.29,4671.81,4639.16,4694.54,4898.86,4863.36,4746.31,4625.71,4686.01,5.83,5.69,0.14,9.86,22,12.01,53.82,56.7,41.42,77.52,4584.7,245.3,93.44,-49.94,0.02,69.39,77.23,43.15,Doji,26-08-2016
ABFRL,163.75,364870,853722.8,0.4,-0.67,12.89,21.75,-26.37,165.59,163.94,158.9,159.56,154.32,156.33,149.49,152.11,145.82,149.74,144.4,150.2,168.24,168.5,171.39,137.26,154.32,5.9,4.9,0.99,42.8,29.23,9.45,64.56,33.83,52.65,-87.84,158.59,5.05,6.79,-42.66,0.14,5.4,1.8,18.7,NO PATTERN,26-08-2016
ABGSHIP,28.15,154665,312858.12,-2.76,-1.4,-8.6,11.26,-81.77,28.71,28.58,28.39,28.7,28.76,28.99,29.93,29.62,30.53,30.6,31.57,35.06,48.31,59.49,30.31,27.2,28.76,-0.59,-0.71,0.13,16.27,22.99,17.91,39.86,29.63,43.02,-83.33,27.32,1.4,1.34,-65.43,-0.34,0,60.72,-2.65,NO PATTERN,26-08-2016
ABIRLANUVO,1291.35,368561,810951.06,0.85,-0.96,-6.91,23.48,-42.89,1281.41,1288.87,1340.27,1325.43,1397.07,1338.79,1361.76,1323.1,1291.17,1285.94,1149.09,1231.92,1279.07,1422.9,1651.15,1142.99,1397.07,-14.86,9.35,-24.21,36.68,18.14,25.79,45.25,51.7,51.68,87.92,1495.03,19.5,65.61,-75.27,0.59,100,73.29,-95.8,NO PATTERN,26-08-2016
ABIRLANUVO-1M,1300.55,1453500,2396605,1.63,-0.17,-6.48,23.4,-42.69,1284.17,1292.68,1342.5,1328.41,1400.34,1341.82,1365.2,1326.37,1294.86,1289.37,1152.78,1235.47,1282.77,1426.87,1655.68,1145,1400.34,-15,8.87,-23.87,36.78,17.95,26.24,45.98,56.01,52.01,135.6,1498.14,27.9,65.89,-73.46,0.59,100,77.82,-90.1,,26-08-2016
ABIRLANUVO-2M,1309.25,7500,399330,1.42,-0.08,-6.42,25.87,-36.72,1293.51,1301.86,1352.18,1336.66,1406.51,1348.99,1371.11,1330.99,1296.88,1293.09,1141.46,1250.11,1379.31,1482.33,1659.51,1153.51,1406.51,-12.68,11.43,-24.12,25.54,22.76,32.94,46.23,56.42,51.39,119.75,1505.64,18.35,62.23,-73.76,0.61,100,80.76,-89.8,,26-08-2016
ACC,1638.2,132820,285546.82,-0.46,-3.13,-1.62,7.57,18.08,1649.4,1649.71,1657.35,1658.65,1668.25,1658.39,1658.22,1646.71,1634.97,1625.71,1564.62,1572.33,1425.15,1480.51,1722.27,1614.23,1668.25,3.51,10.3,-6.79,21.43,18.05,26.71,45.92,21.21,24.5,-104.12,1595.92,40.65,36.66,-64.44,0.2,0,0,-26.95,NO PATTERN,26-08-2016
ACC-1M,1650.8,607200,859034,0.33,-2.53,-0.97,7.66,18.51,1653.51,1654.97,1660.6,1662.69,1672.17,1662.4,1662.54,1650.87,1639.36,1629.98,1569.31,1576.47,1427.88,1483.68,1726.27,1618.07,1672.17,3.52,9.85,-6.33,20.42,21.61,22.15,48.15,23.49,25.71,-36.25,1695.12,38,35.02,-61.22,0.2,34.02,11.34,-16.1,,26-08-2016
ACC-2M,1681.95,2000,167944,1.51,-1.31,0.83,10.36,20.1,1669.23,1672.71,1670.87,1675.08,1682.35,1672.57,1667.41,1658.59,1643.85,1636.35,1573.99,1581.58,1431.5,1488.18,1741.52,1623.18,1682.35,7.44,12.26,-4.83,19.85,24.8,25.66,53.22,34.64,30.74,53.1,1703.45,25,31.16,-46.15,0.21,100,33.33,13.8,,26-08-2016
ACCELYA,1220.4,2428,4119.32,0.83,-3.75,0.45,12.68,19.5,1240.11,1233.36,1238.48,1235.87,1232.51,1229.92,1220.8,1212.75,1189.62,1190.1,1132.59,1138.99,1007.23,1062.52,1274.12,1190.9,1232.51,13.29,18.04,-4.75,33.1,20.14,19.41,49.57,30.09,43.64,-91.96,1276.44,25,33.8,-73.89,0.27,18.02,6.01,5.5,NO PATTERN,26-08-2016
ACE,42.4,67486,315118.12,-1.74,-2.86,-12.76,4.05,-8.03,42.92,42.9,43.63,43.71,44.94,44.21,45.41,44.46,44.81,44.2,42.93,43.31,41.6,42.56,49.78,40.1,44.94,-0.8,-0.48,-0.32,15.5,17.65,18.3,42.08,18.35,28.33,-131.31,46.4,1.35,1.99,-89.39,0.17,0,22.51,-6.2,NO PATTERN,26-08-2016
ACROPETAL,2.3,6600,11363.98,-4.17,-2.13,-9.8,-8,-20.69,2.31,2.33,2.38,2.38,2.44,2.41,2.47,2.44,2.46,2.46,2.53,2.53,2.77,2.69,2.67,2.22,2.44,-0.05,-0.03,-0.02,20.3,13.54,17.98,41.96,70,52.78,63.49,2.4,0.1,0.13,-66.67,-0.08,52.05,63.08,-0.25,NO PATTERN,26-08-2016
ADANIENT,72.25,2378177,3960861.92,-1.37,-6.11,-12.79,-1.5,-16.38,73.96,73.72,75.25,75.13,76.1,76.08,78.55,77.14,79.31,77.52,78.09,77.39,76.09,77.94,80.4,71.81,76.1,-1.68,-1.38,-0.3,14.56,15.21,23.84,37.05,13.29,17.47,-133.94,77.34,2.3,2.68,-94.33,0.01,0,10.75,-10.6,NO PATTERN,26-08-2016
ADANIENT-1M,72.85,5496000,9446040,-0.68,-5.7,-12.33,-1.62,-16.07,74.23,74.05,75.54,75.43,76.45,76.38,78.85,77.45,79.62,77.82,78.4,77.68,76.33,78.21,80.86,72.04,76.45,-1.68,-1.39,-0.29,13.51,15.48,22.92,37.59,15.41,19.82,-116.55,78.8,2.3,2.69,-93.3,0.01,0,8.96,-10.25,,26-08-2016
ADANIENT-2M,72.65,8000,2228160,-1.69,-6.56,-13.05,-1.16,-16.16,74.63,74.34,75.9,75.8,76.87,76.75,79.2,77.81,79.98,78.16,78.69,77.98,76.8,78.58,81.54,72.2,76.87,-1.68,-1.37,-0.32,6.45,57.52,58.2,37.08,11.99,18.72,-142.86,54.72,1.25,3.77,-100,0.01,0,9.36,-10.9,,26-08-2016
ADANIPORTS,257.7,4991512,5243244.16,-1.55,-5.62,12.68,34.43,-29.1,266.52,264.15,264.02,260.48,252.16,254.28,239.6,244.1,229.1,236.6,217.44,229.72,228.35,244.87,288.82,215.5,252.16,11.88,12.59,-0.72,50.35,25.15,14.51,57.04,12.43,26.69,-120.96,279.31,8.1,8.66,-48.19,0.37,0,0,29,Engulfing Line - Bearish,26-08-2016
ADANIPORTS-1M,259.65,11582500,11425386,-0.73,-5.15,13.71,34.81,-28.7,267.2,264.94,264.5,261.07,252.88,254.85,240.08,244.67,229.66,237.17,218.08,230.3,228.95,245.51,288.75,217,252.88,11.91,12.56,-0.65,50.56,25.08,14.48,58.58,17.37,32.57,-110.84,278.97,7.7,8.45,-44.22,0.36,0,0,31.3,,26-08-2016
ADANIPORTS-2M,261.3,100000,2483300,-1,-5.17,13.78,35.25,-28.51,269.13,266.8,266.17,262.75,254.22,256.41,241.41,246.09,230.96,238.51,219.2,231.54,230.11,246.8,291.06,217.38,254.22,12.12,12.71,-0.59,51.86,27.47,15.17,58.7,11.24,25.66,-115.63,280.57,5.85,7.9,-44.66,0.36,0,0,31.65,,26-08-2016
ADANIPOWER,27.1,3597960,6008751.76,-0.91,-3.21,-4.58,-9.82,0.37,27.72,27.51,27.5,27.58,27.39,27.68,27.95,28,28.56,28.36,29.32,28.86,29.5,28.62,28.47,26.3,27.39,-0.24,-0.33,0.09,12.87,15.48,21.18,42.44,38.38,56.16,-124.11,26.65,0.9,0.84,-68.18,-0.17,0,25.18,-1.3,NO PATTERN,26-08-2016
ADANIPOWER-1M,27.35,14540000,23116000,-0.36,-2.67,-3.87,-10.03,0.74,27.82,27.65,27.59,27.69,27.5,27.79,28.06,28.11,28.67,28.47,29.45,28.99,29.63,28.74,28.53,26.47,27.5,-0.24,-0.33,0.1,14.43,14.81,21.23,43.29,40.54,56.97,-111.4,28.37,1.05,0.83,-61.36,-0.17,0,26.37,-1.1,,26-08-2016
ADANIPOWER-2M,27.5,300000,10401200,-0.72,-2.83,-4.01,-9.39,2.23,28.03,27.85,27.8,27.89,27.68,27.98,28.25,28.3,28.85,28.65,29.62,29.16,29.81,28.9,28.72,26.64,27.68,-0.23,-0.33,0.1,14.27,16.73,23.94,42.77,39.14,57.27,-121.21,28.6,0.85,0.72,-61.11,-0.17,0,26.14,-1.15,,26-08-2016
ADANITRANS,39.3,605695,1457771.34,-1.75,1.68,-2.24,28.64,-3.91,39.02,39.18,38.64,38.85,38.74,38.67,38.43,38.15,37.78,37.46,34.95,36.18,34.56,34.89,40.51,36.97,38.74,0.41,0.41,0,24.28,26.44,16.39,55.03,65.04,58.66,35.09,40.85,1.45,1.53,-60.55,0.29,55.22,85.07,-0.9,NO PATTERN,26-08-2016
ADFFOODS,118.65,31097,254711.34,0.04,-0.92,5.28,31.69,63.88,119.07,119.08,119.33,117.92,117.66,115.45,108.31,110.41,102.26,105.93,95.47,99.23,89.55,92.11,124.04,111.28,117.66,5.01,5.94,-0.92,48.59,25.77,9.64,64.21,28.53,27.89,-66.67,116.43,3.3,4.37,-35.45,0.57,1.88,18.94,5.95,NO PATTERN,26-08-2016
ADHUNIK,7.9,45763,111378.1,0.64,-2.47,-9.71,0.64,-56.71,7.95,7.95,8.03,8.05,8.18,8.11,8.32,8.18,8.2,8.29,8.38,8.81,11.04,11.07,8.77,7.59,8.18,-0.11,-0.08,-0.03,12.34,14.79,12.04,44.33,27.78,30.19,-67.38,8.48,0.3,0.48,-80,-0.11,36.65,52.36,-0.85,NO PATTERN,26-08-2016
ADHUNIKIND,138.75,18127,,-0.54,-8.69,45.06,0,0,139.8,140.84,149.06,139.81,136.2,134.84,118.79,119.32,,,,,,,186.35,86.05,136.2,10.51,12.6,-2.09,33.02,34.26,20.25,55.06,35.85,38.21,-25.76,175.36,9.4,12.87,-77.86,,17.49,21.59,43.1,NO PATTERN,26-08-2016
ADI,380.7,2220,18325.66,-1.84,-1.89,3.1,31.28,65.02,388.02,384.91,379.1,381.47,378.66,378.23,375.53,370.08,363.31,359.62,329.45,336.5,279.35,290.64,396.02,361.3,378.66,6.93,7.18,-0.25,16.69,16.92,19.56,53.55,46.22,65.28,-121.13,334.07,9.95,17.42,-37.82,0.44,0,20.48,11.45,NO PATTERN,26-08-2016
ADLABS,77.8,131848,406289.14,-2.69,-6.38,-18.41,-5.06,-45.02,81.13,80.52,83.47,82.67,84.09,83.45,85.1,83.84,83.33,83.93,83.12,85.41,94.68,96.98,89.43,78.76,84.09,-1.23,-0.35,-0.88,13.4,17.4,28.72,34.55,8.15,13.26,-132.93,84.4,4.2,3.33,-93.6,0.05,0,0,-17.55,Engulfing Line - Bearish,26-08-2016
ADORWELD,281.35,4355,6213.08,-1.44,1.75,-0.57,0.27,2.14,278.73,280.06,275.98,277.25,273.44,277.1,278.56,278.39,281.52,279.81,285.64,281.43,284.97,280.85,287.32,259.56,273.44,-0.17,-1.92,1.75,22.34,22.52,18.22,53.93,65.09,55.57,41.25,261.84,10.85,10.07,-30.47,-0.08,67.75,89.25,-1.6,NO PATTERN,26-08-2016
ADSL,31.35,99276,198772.22,-0.79,0.8,-9.65,-5.86,-6.28,31.61,31.41,30.85,31.45,31.66,31.77,32.86,32.42,33.08,33.15,35.27,34.72,40.2,36.48,34.35,28.96,31.66,-0.65,-0.8,0.15,15.22,19.08,15.49,44.27,46.43,55.08,-122.81,29.33,1.2,1.7,-45.71,-0.25,0,56.23,-3.35,NO PATTERN,26-08-2016
ADVANIHOTR,54.35,6509,7163.06,-0.28,-0.28,-3.89,8.59,0.83,54.8,54.56,54.5,54.75,55.17,54.93,55.29,55.03,55.53,54.8,53.77,53.84,51.1,52.13,58.24,52.11,55.17,-0.29,-0.25,-0.04,24.28,22.22,14.43,46.77,36.32,44.38,-88.92,61.26,1.95,2.56,-60.92,0.09,0,9.91,-2.2,NO PATTERN,26-08-2016
ADVENZYMES,1355.5,75965,,0.43,-2.52,0,0,0,1346.23,1353.94,1383.67,1366.02,,,,,,,,,,,,,,,,,,24.25,16.34,65.54,38.77,29.3,10.53,1481.44,31.6,66.61,-76.91,,,,,Doji,26-08-2016
AEGISCHEM,122.9,382038,691233.04,0.16,4.06,-0.12,9.73,49.91,118.19,119.88,118.85,119.29,120.29,119.79,121.11,120.34,122.25,120.03,119.29,117.34,108.02,108.45,128.05,112.53,120.29,-0.9,-1.2,0.3,18.96,23.45,18.16,54.75,70.47,53.39,87.85,112.6,5.1,5.02,-36.14,0.07,100,100,-0.15,NO PATTERN,26-08-2016
AFL,67.95,23686,27031.94,-0.88,18.48,22.21,30.17,-17.29,69.26,67.44,61.71,63.17,58.58,61.13,57.51,59.16,57.11,58.21,57.77,57.97,61.72,63.22,71.81,45.35,58.58,3.51,2,1.51,34.61,32.92,8.65,65.95,67.24,76.4,-26.67,62.36,3.65,4.21,-37.44,0.05,0,49.18,12.35,NO PATTERN,26-08-2016
AGARIND,167.65,6606,21047.14,-3.06,21.27,26.96,47.97,43.11,163.46,163.24,147.27,151.89,143.02,146.92,138.47,141.35,134.22,138.14,130.67,135.91,145.35,134.95,169.59,116.44,143.02,8.78,5.18,3.6,24.47,36.56,10.43,74.19,82.43,84.17,45.27,142.26,10.5,8.04,-21.27,0.18,63.35,87.78,35.6,Engulfing Line - Bearish,26-08-2016
AGCNET,76,8241,18677,1.88,-1.36,20.25,23.58,-34.62,75.07,75.59,76.66,74.41,71.38,72.55,67.67,69.88,65.83,68.33,65.42,68.04,73.34,76.62,88.47,54.28,71.38,3.46,3.61,-0.15,26.63,23.2,12.96,60.11,34.5,25.33,41.48,71.26,3.4,4.79,-39.02,0.19,90.1,35.87,12.8,Engulfing Line - Bullish,26-08-2016
AGRITECH,33.5,18645,4161.1,-4.96,-22.54,54.73,287.28,0,37.2,36.52,38.42,36.27,34.62,33.85,27.37,29.14,21.22,25.29,16.16,16.57,,,46.84,22.4,34.62,4.85,5.94,-1.09,72.33,56.24,32.96,55.53,0,1.41,-107.25,45.43,1.75,1.68,-87.92,3.67,0,0,11.85,Doji,26-08-2016
AGRODUTCH,2.35,3537,14233.34,0,-7.84,-4.08,-2.08,-33.8,2.39,2.41,2.59,2.5,2.55,2.52,2.54,2.53,2.53,2.55,2.55,2.62,2.95,2.9,2.92,2.19,2.55,-0.04,0,-0.04,22.02,11.87,19.22,41.91,0,6.67,-55.56,2.97,0.15,0.22,-100,-0.02,0,0,-0.1,NO PATTERN,26-08-2016
AHLEAST,190,92,2366.88,-0.03,-6.79,-9.13,3.35,8.2,191.84,191.99,197.03,195.53,198.24,196.74,202.3,195.82,195.49,192.32,179.63,183.14,161.29,170.18,208.79,187.69,198.24,-1.53,0.21,-1.73,14.88,18.03,16.55,43.27,19.11,18.68,-18.77,208.97,9.9,10.45,-81.08,0.35,0,0.16,-19.1,NO PATTERN,26-08-2016
AHLUCONT,313.75,6700,40192.66,0.11,4.01,7.56,14.34,24.5,308.39,308.84,298.38,301.36,295.38,297.75,291.45,293.17,287.07,289.71,283.18,283.84,271.19,271.99,312.55,278.22,295.38,6.52,4.38,2.14,20.21,24.86,10.32,73.43,81.71,83.62,68.43,288.92,7.8,8.74,-17.39,0.11,100,100,22.05,NO PATTERN,26-08-2016
AHLWEST,169.05,1255,2030.8,-0.56,-2.03,10.63,29.05,45.73,171.76,171.32,172.65,171.26,170.84,169.55,166.14,165.35,160.83,160.6,147.07,151.46,132.86,137.6,180.36,161.33,170.84,3.64,4.63,-0.98,24.35,16.19,12.43,51.56,49.7,48.68,-50.13,182.68,1.45,11.2,-62.94,0.43,0,10.91,16.25,NO PATTERN,26-08-2016
AIAENG,1176.75,18514,40392.72,-0.86,-7.68,13.81,25.47,20.29,1198.16,1196.84,1194.98,1181.21,1140.46,1155.66,1090.44,1117.22,1065.63,1087.65,1027.7,1041.43,939.63,985.2,1320,960.93,1140.46,47.76,48.92,-1.16,37.2,25.91,14.51,57.9,11.55,18.56,-114.88,1319.98,31.25,46.01,-52.69,0.28,0,0,142.75,NO PATTERN,26-08-2016
AIFL,352.3,69429,92912.68,1.22,14.12,17.1,31.21,0,342.15,340.14,316.68,323.24,309.55,315.56,305.69,305.34,291.61,297.21,276.82,286,,,349.15,269.94,309.55,13.99,9.13,4.86,33.19,35.73,7.86,76.6,90.45,85.8,92.12,303.79,16.8,14.08,-9.76,0.31,100,100,51.45,NO PATTERN,26-08-2016
AIL,600.15,27349,16329.36,0.15,-1.2,-3.95,-2.36,-20.36,601.93,601.84,608.87,607.14,610.18,610.51,620.96,614.41,619.75,616.2,618.59,617.93,615.29,628.91,624.01,596.35,610.18,-6.01,-4.77,-1.23,43.52,6.78,24.03,39.53,24.01,19.17,-33.74,582.52,9.8,15.33,-80.72,-0.01,26.84,14.14,-24.7,NO PATTERN,26-08-2016
AJANTPHARM,1969.95,54389,153594.04,-0.23,0,14.75,28.74,19.54,1980.36,1973.51,1941.78,1935.02,1898.68,1892.63,1790.92,1820.16,1702.96,1759.46,1629.53,1664.86,1464.28,1554.82,2042.94,1754.42,1898.68,81.98,83.93,-1.95,56.88,30.67,9.99,71.96,56.99,67.86,-103.81,2009.95,31.7,43.14,-20.77,0.42,0,33.33,253.2,NO PATTERN,26-08-2016
AJANTPHARM-1M,1983.2,149200,378968,0.57,0.37,15.64,28.42,20.01,1984.46,1978.22,1942.27,1937.48,1900.4,1894.81,1793.17,1822.65,1706.3,1762.34,1633.75,1668.08,1467.25,1558.22,2043.71,1757.09,1900.4,82.29,83.21,-0.92,49.28,33.97,12.03,74.14,59.38,68.15,-23.49,2012.5,31.55,40.21,-15.32,0.41,13.67,37.89,268.15,,26-08-2016
AJMERA,139.75,21242,66744.5,-0.71,-4.74,-12.3,-11.44,10.08,142.67,141.59,142.08,143.19,143.94,144.72,148.92,147.27,150.45,149.06,156.24,149.96,148.96,144.18,151.07,136.8,143.94,-2.95,-3.01,0.07,13.62,17.59,20.67,37.53,10.79,25.42,-96.24,151,2.55,4.94,-87.21,-0.13,0,4.8,-19.6,NO PATTERN,26-08-2016
AKSHOPTFBR,14.7,366517,1013857.46,-0.34,-2.97,-7.55,0.34,-30.82,14.91,14.86,14.96,15.03,15.1,15.19,15.69,15.4,15.92,15.46,15.36,15.39,15.39,15.82,15.59,14.6,15.1,-0.3,-0.3,0,18.83,13.2,21.17,36.42,17.2,29.41,-106.23,15.51,0.25,0.49,-95.24,0.02,0,0,-1.2,NO PATTERN,26-08-2016
AKZOINDIA,1646.3,4637,11144,1.27,1.41,7.34,13.86,18.26,1635.1,1634.26,1621.34,1625.36,1627.33,1618.18,1604.79,1601.39,1585.21,1579.23,1513.37,1529.05,1405.17,1452.49,1665.7,1588.96,1627.33,14.94,15.26,-0.32,24.42,22.73,11.69,59.03,39.4,46.28,99.55,1615,44.3,40.29,-44.16,0.2,87.44,45.15,112.55,NO PATTERN,26-08-2016
ALANKIT,140.8,781235,250829.46,-4.35,11.04,5,25.77,221.31,142.05,140.87,133.4,135.98,131.13,134.36,133.09,132.74,133.55,130.62,124.71,123.54,97.42,99.7,144.72,117.55,131.13,2.75,0.77,1.98,23.62,26.01,17.38,59.28,58.99,71.74,-0.79,127.17,20.5,8.99,-47.85,0.18,0,66.67,6.7,NO PATTERN,26-08-2016
ALBERTDAVD,298.3,952,2259.1,0.67,2.49,-4.65,0,0,301.05,299.29,306.02,303.65,310.07,306.39,312.74,309.07,312.16,311.59,,,,,337.8,282.35,310.07,-4.66,-3.06,-1.6,19.81,17,22.08,42.9,43.31,57.89,-83.11,314.48,4,12.9,-65.15,,31.56,54.86,-14.55,NO PATTERN,26-08-2016
ALBK,78.15,3477243,5575234.64,-1.51,-1.14,-0.13,48.29,-20.46,79.76,79.04,77.36,78.13,77.21,77.47,77.6,75.62,74.29,73.18,65.28,68.85,62.07,68.42,81.49,72.92,77.21,1.46,1.44,0.02,16.82,22.75,20.37,54,50.05,70.47,-101.39,73.2,2.85,3.03,-37.38,0.54,0,33.33,-0.1,NO PATTERN,26-08-2016
ALBK-1M,78.8,14380000,18155880,-1.01,-0.63,0.57,48.54,-19.88,80.07,79.4,77.63,78.44,77.55,77.75,77.87,75.86,74.37,73.37,65.35,68.98,62.18,68.55,81.86,73.23,77.55,1.51,1.49,0.02,14.45,22.58,19.74,55.14,51.46,71.71,-86.73,73.27,2.75,3.09,-32.09,0.55,0,33.33,0.45,,26-08-2016
ALBK-2M,78.95,180000,2808600,-1.37,-1,0.32,49.81,-18.44,80.38,79.71,77.9,78.73,77.86,78.01,78.01,76.04,74.37,73.5,65.36,69.07,62.3,68.7,82.23,73.48,77.86,1.59,1.59,0,14.32,27.94,23.71,54.91,49.39,71.41,-102.73,74.6,1.85,2.73,-34.45,0.56,0,33.33,0.25,,26-08-2016
ALCHEM,23.95,4170,20906.14,0,1.7,-4.39,12.18,3.46,23.75,23.82,23.61,23.85,23.93,24.01,24.77,24.15,24.55,24.09,23.89,23.86,23.78,23.72,25.27,22.58,23.93,-0.28,-0.31,0.03,16.29,20.57,15.37,48.81,49.11,38.29,37.38,22.78,1,1.41,-60.71,0.1,100,85.89,-1.1,NO PATTERN,26-08-2016
ALEMBICLTD,37.9,96059,200740.64,-1.56,1.07,0.66,6.76,-18.84,37.7,37.83,37.72,37.78,37.89,37.81,38,37.8,37.82,37.71,37.3,37.71,38.99,39.2,39.44,36.34,37.89,-0.05,-0.06,0.01,17.61,24.62,16.87,50.59,55.56,55.04,47.92,36.08,1.1,1.3,-60.42,0.05,56.38,85.46,0.25,NO PATTERN,26-08-2016
ALICON,297.15,1360,2828.16,-1.41,-1.07,0.68,-13.11,-24.62,302.79,300.81,297.2,299.76,300.61,299.85,299.1,301.54,302.37,303.78,317.5,307.16,311.85,317.63,319.79,281.42,300.61,-0.61,-1.59,0.98,13.42,16.7,18.01,47.72,58.18,75.91,-75.04,313.91,13.9,13.11,-44.46,-0.12,0,41.61,2,Engulfing Line - Bearish,26-08-2016
ALKALI,56.3,2533,11412.82,-1.49,-0.62,-4.98,30.02,20.17,56.67,56.69,57.05,57.04,57.31,57.25,58.3,57.04,57.43,56.25,53.26,54.23,51.27,51.34,59.29,55.33,57.31,-0.26,-0.08,-0.18,32.64,22.15,8.84,45.7,18.79,21.79,-77.32,61.57,1.5,2.59,-91.26,0.27,26.42,56.87,-2.95,NO PATTERN,26-08-2016
ALKEM,1542.9,13360,53988.32,0.17,0.3,2.16,23.54,0,1528.63,1535.94,1545.87,1536.62,1544.31,1530.39,1517.2,1506.84,1471.54,1479.11,1381.3,1436.96,,,1594.53,1494.09,1544.31,15.72,23.37,-7.65,19.48,18.14,15.75,54.57,75.85,55.52,88.93,1607.83,26.6,45.07,-59.42,0.29,100,90.34,32.6,NO PATTERN,26-08-2016
ALKYLAMINE,324.5,3020,9125.86,0.12,0.08,-8.55,4.71,0.23,322.6,323.19,321.28,324.11,321.61,327.25,339.31,331.87,344.89,333.42,330.92,331.8,325.48,324.76,331.82,311.4,321.61,-5.94,-7.18,1.24,19.63,14.67,18.22,44.96,59.25,48.42,75.24,309.75,5.9,10.67,-31.52,0,100,76.87,-30.35,NO PATTERN,26-08-2016
