p_symbol,last_close,last_volume,avg_volume,pct_change_1_day,pct_change_1_week,pct_change_1_month,pct_change_3_months,pct_change_1_year,sma_5,ema_5,sma_13,ema_13,sma_20,ema_20,sma_34,ema_34,sma_50,ema_50,sma_89,ema_89,sma_200,ema_200,bband_upper,bband_lower,bband_mid,macd,macd_signal,macd_hist,adx,dmi_plus,dmi_minus,rsi,stoch_k,stoch_d,cci,psar,true_range,atr,williams_r,trix,stochrsi_k,stochrsi_d,momentum,candle,p_date
DCBBANK,116.75,753592,1316480.1,1.97,0.09,17.04,24.33,-15.92,116.14,115.86,114.63,114.41,113.3,112.65,108.33,109.48,105.29,106.48,99.96,101.45,88.07,99.79,119.56,107.03,113.3,3.43,3.6,-0.17,37.54,26.35,11.45,62.96,25,33.38,0.25,112.59,2.9,3.43,-21.16,0.35,41.8,13.93,17,NO PATTERN,26-08-2016
DCM,89.2,29635,60969.28,0.28,-0.78,-1.87,0,-9.03,89.05,89.19,88.96,89.18,88.95,89.25,89.93,89.41,89.51,89.49,91.59,89.23,87.03,89.29,91.69,86.21,88.95,-0.14,-0.22,0.08,15.74,17.08,14.57,49.48,38.4,34.31,-42.81,86.64,2.7,2.93,-60.66,-0.01,64.94,48.91,-1.7,Doji,26-08-2016
DCMSHRIRAM,221.4,49843,164904.46,-1.12,3.26,-3.82,18.3,79.71,222.5,221.81,220.97,221.59,223.79,221.31,220.7,218.75,216.4,213.9,200.37,200.46,163.6,171.88,237.95,209.64,223.79,1.07,1.72,-0.65,17.6,16.51,15.07,51.08,63.2,66.98,-24.68,235.82,5.15,10.05,-67.77,0.36,0,63.81,-8.8,NO PATTERN,26-08-2016
DCW,29.65,535511,1251926.5,-1.17,6.65,-1.66,3.49,36.32,29.66,29.52,28.52,29.03,28.64,29.01,29.26,29.09,29.47,29.02,29.09,28.42,26.05,26.27,30.34,26.93,28.64,0,-0.26,0.26,17.69,25.67,17.47,53.55,64.6,66.66,13.78,27.49,1.05,1.35,-38.64,0.03,41.11,73.34,-0.5,NO PATTERN,26-08-2016
DECCANCE,915.85,5632,20393.96,-1.84,-0.86,-8.71,20.42,78.3,932.75,926.76,919.87,933.14,939.62,940.73,970.92,943.31,971.46,929.44,873.73,876.25,732.21,753.53,1003.33,875.91,939.62,-12.13,-11.33,-0.8,14.3,15.67,17.47,44.18,27.9,41.5,-166.67,876.53,31.8,48.31,-66.59,0.31,0,24.97,-87.4,NO PATTERN,26-08-2016
DEEPAKFERT,223.35,375108,215062.98,2.71,23.74,38.34,44.8,59.48,216.6,212.36,186.27,194.46,180.35,186.65,172.74,178.51,169.85,173.48,163.84,166.64,155.4,156.16,223.28,137.42,180.35,13.59,7.55,6.04,33.64,43.7,6.63,78.88,90.13,89.43,95.73,171.35,10.45,9.92,-3.39,0.2,64.04,76.4,61.9,Engulfing Line - Bullish,26-08-2016
DEEPAKNTR,100.65,31901,129826.94,-1.37,-1.8,2.76,24.03,48.01,102.38,101.92,102.3,102.04,102.27,101.48,101.13,99.4,96.68,96.54,88.29,90.33,76.06,80.4,104.54,100,102.27,1.39,1.95,-0.57,50.15,20.79,9.14,50.31,14.6,25.49,-124.86,108.68,2.65,4.14,-85,0.46,0,0,2.7,NO PATTERN,26-08-2016
DEEPIND,196.95,107154,159434.9,-0.38,-2.4,4.29,21.46,41.59,197.12,196.83,191.13,193.38,189.55,191.16,187.91,187.86,183.93,184.61,177.75,178.47,171.37,172.5,205.75,173.35,189.55,4.12,3.22,0.91,26.96,28.98,14.08,59.93,26.92,34.53,59.21,181.73,6.25,7.09,-35.25,0.21,0,4.03,8.1,NO PATTERN,26-08-2016
DELTACORP,145.6,2318671,4465254.28,-0.14,-1.72,58.87,72,114.28,145.71,144.75,137.34,136.54,126.76,129.44,112.44,119.29,105.91,111.72,95.93,100.86,83.03,89.49,161.28,92.23,126.76,13.14,11.95,1.19,58.12,36.88,8.27,78.3,58.44,66.73,-12.02,141.88,3.5,6.64,-14.67,0.78,0,3.29,53.95,NO PATTERN,26-08-2016
DELTAMAGNT,26,50,193.94,0,-3.7,1.96,-15.86,0,26.47,26.21,26.38,26.26,26.19,26.19,25.71,26.28,26.11,26.65,28.07,27.85,,,28.09,24.29,26.19,0.08,0.09,-0.01,19.6,29.83,18.42,48.93,24.41,40.36,-43.88,25.18,0,1.1,-66.67,-0.23,10.8,7.2,0.5,Doji,26-08-2016
DEN,85.35,31621,78076.34,-1.9,-0.12,-2.79,-7.78,-38.93,86.79,86.26,86.37,86.57,86.85,86.9,87.74,87.47,88.54,87.87,88.75,88.75,90.45,96.51,89.91,83.78,86.85,-0.65,-0.69,0.05,18.84,13.42,16.83,43.07,32.28,47.9,-112.48,93.73,2.95,3.17,-75.68,-0.04,0,36.97,-2.45,NO PATTERN,26-08-2016
DENABANK,37.15,210658,1049050.48,-0.27,-0.67,-4.99,25.72,-19.59,37.27,37.22,37.11,37.33,37.29,37.5,38.51,37.47,38.48,36.97,34.56,35.84,34.82,36.72,38.25,36.33,37.29,-0.26,-0.25,-0.01,16.84,17.23,20.43,46.12,33.33,38.35,-98.96,36.31,0.5,1.02,-53.06,0.28,17.48,45.58,-1.95,NO PATTERN,26-08-2016
DENORA,310.2,1506,12724.5,-0.45,-3.23,-24.82,-18.63,78.84,314.37,312.94,314.5,319.14,322.5,327.06,349.01,339.41,360.85,346.68,361.27,348.48,335.44,315.13,351.39,293.61,322.5,-15.07,-15.97,0.91,29.49,11.51,25.64,36.18,40.73,54.51,-98.97,328.39,8.15,15.91,-67.73,-0.17,0,9.74,-102.4,NO PATTERN,26-08-2016
DHAMPURSUG,111.3,431465,1644513.26,0.72,-3.89,-7.1,21.77,218.91,112.14,112.01,113.78,114.28,118.6,115.55,118.47,115.69,117.04,113.81,106.66,106.79,85.73,86.69,134.12,103.08,118.6,-1.91,-0.89,-1.02,19.68,18.77,27.44,43.39,28.91,42.17,-71.69,115.24,3.7,5.8,-74.55,0.34,41.71,16.82,-8.5,Doji,26-08-2016
DHANBANK,22.6,183774,1032387.12,-1.31,-1.74,-9.6,25.91,-26.98,22.63,22.71,22.84,22.94,23.09,23.19,24.19,23.38,24.17,23.22,22.02,22.65,21.43,23.3,24.21,21.98,23.09,-0.43,-0.4,-0.03,10.66,20.03,20.81,42.81,39.68,35.47,3.14,23.1,0.5,0.9,-75,0.21,39.58,58.89,-2.4,NO PATTERN,26-08-2016
DHANUKA,720.05,13299,21111.98,0.64,3.54,9.04,12.69,36.57,716.2,711.79,683.46,691.74,670.23,681.2,661.64,669.37,656.38,660.4,643.18,641.18,577.68,589.48,732.68,607.78,670.23,18.5,11.98,6.52,27.8,25.5,10.37,68.13,75.73,80.79,37.71,664.93,18.75,21.26,-10.07,0.11,36.15,40.08,59.7,NO PATTERN,26-08-2016
DHARSUGAR,35.05,43806,159620.4,-0.71,-6.91,-41.78,4.47,167.56,36.3,36.04,38.37,39.56,44.41,42.73,50.77,46.35,53.43,47.33,46.5,44.9,32.64,35.29,62.96,25.87,44.41,-5.66,-5.06,-0.6,36.48,13.37,33.9,31.84,36.96,51.65,-103.28,37.95,3.7,4.28,-78.28,0.11,0,29.2,-25.15,Doji,26-08-2016
DHFL,283.5,2165496,2266741.76,1.02,7.63,27.85,43.54,13.25,276.75,277.58,266.88,266.29,254.66,258.01,239.9,245.8,228.52,236.38,215.77,223.47,205.25,216.91,293.52,215.8,254.66,15.44,13.64,1.8,50.94,39.57,8.28,85.35,90.47,88.47,78.09,266.33,5.15,7.58,-5.45,0.45,76.07,80.59,61.75,NO PATTERN,26-08-2016
DHFL-1M,285.65,10128000,8453280,1.62,8.08,28.76,43.4,13.74,277.7,278.72,267.81,267.24,255.62,258.89,240.68,246.59,229.1,237.12,216.49,224.14,205.83,217.53,294.45,216.79,255.62,15.57,13.73,1.84,53.37,41.07,7.7,84.97,91.16,89.32,90.22,266.94,6.9,7.72,-5.37,0.45,87.75,85.31,63.8,,26-08-2016
DHFL-2M,286.7,45000,1721520,1.2,7.8,28.42,44.72,11.29,279.41,280.35,269.51,268.87,257.12,260.44,242.16,247.94,230.11,238.3,217.23,225.12,206.68,218.41,296.43,217.82,257.12,15.74,13.94,1.8,46.52,40.95,10.77,85,92.58,89.52,82.87,269.17,4.7,7.19,-3.16,0.46,88.77,87.82,63.45,,26-08-2016
DHUNINV,138.25,1662,1297.48,-0.14,-1.14,-3.93,-5.79,-16.14,138.72,138.8,139.63,139.87,141.88,140.44,141.7,140.74,140.39,140.7,140.46,140.6,141.29,142.05,149.11,134.65,141.88,-0.9,-0.44,-0.47,16.02,17.16,18.35,43.98,36.85,38.72,64.24,150.98,6.25,5.37,-66.02,0.03,21.06,50.9,-5.65,NO PATTERN,26-08-2016
DIAPOWER,38.35,89488,264161.64,-1.92,0.52,-1.67,-8.8,-6.92,39.07,38.77,38.16,38.72,38.79,39.01,39.78,39.72,40.88,40.15,42.92,39.96,37.47,39.2,41.78,35.8,38.79,-0.63,-0.89,0.26,15.97,19.55,13.47,46.31,42.34,56.12,-94.37,35.26,1.45,2.52,-57.86,-0.13,0,52.33,-0.65,NO PATTERN,26-08-2016
DICIND,542.3,1754,3252.22,-2.29,-2.31,-6.52,-3.64,-23.91,548.82,548.47,547.27,550.16,548.91,553.36,564.28,559.15,571.73,563.57,570.56,571.22,596.97,591.92,566.23,531.59,548.91,-6.3,-7.48,1.18,17.87,15.58,15.9,41.46,43.55,39.48,-78.22,569.85,23.45,16.85,-74.97,-0.07,0,66.67,-37.85,NO PATTERN,26-08-2016
DIGJAMLTD,12.15,376357,,10.96,16.83,-12.9,0,0,10.96,11.21,10.72,11.14,11.35,11.51,,,,,,,,,13.39,9.3,11.35,,,,32.3,22.16,20.4,49.9,76.02,60.8,142.86,10.1,1.85,0.95,-14.58,,100,100,-1.8,Engulfing Line - Bullish,26-08-2016
DISHMAN,176.05,1072157,1550122.12,0.09,3.93,19.6,14.88,57.57,176.14,175.07,170.8,171.38,169.47,167.74,157.68,162.26,151.09,159.12,154.33,157.05,160.91,154.3,181.12,157.83,169.47,6.88,6.86,0.02,28.65,27.4,13.08,62.01,55.06,63.16,-5.95,161.42,4.5,7.24,-24.55,0.16,33.99,30.52,28.85,NO PATTERN,26-08-2016
DISHTV,95.55,6657173,6173108.82,1.43,1.49,2.14,10.21,-18.09,95.31,95.2,93.4,95,96.12,95.29,96.66,95.47,96.36,95.08,93.84,93.87,91.28,95.68,105.4,86.85,96.12,-0.49,-0.65,0.16,10.32,23.34,25.08,50.15,60.51,67.87,2.18,86.72,3.55,4.01,-38.19,0.09,53.12,59.19,2,Doji,26-08-2016
DISHTV-1M,96.05,16954000,16358700,1.69,1.86,2.73,9.77,-18.01,95.51,95.44,93.49,95.18,96.4,95.49,96.91,95.71,96.65,95.34,94.16,94.15,91.57,95.98,106.16,86.64,96.4,-0.52,-0.71,0.19,11.11,22.78,24.27,50.62,66.87,72.22,29.36,98.15,3.4,4.04,-35.28,0.09,64.96,64.59,2.55,,26-08-2016
DISHTV-2M,96.55,77000,4436320,1.52,1.69,2.6,9.72,-18.11,96.12,96.03,94.13,95.78,96.99,96.1,97.49,96.3,97.25,95.92,94.67,94.69,92.04,96.51,106.62,87.37,96.99,-0.52,-0.7,0.18,11.45,27.13,32.04,50.46,64.24,69.86,17.15,98.75,1.9,3.36,-39.34,0.09,61.99,63.81,2.45,,26-08-2016
DIVISLAB,1331.75,358191,369231.66,-0.45,2.44,11.93,22.78,16.27,1327.06,1322.93,1266.27,1281.3,1235.86,1256.19,1210.84,1222.8,1180.56,1196.45,1135.88,1156.49,1099.7,1122.86,1368.69,1103.04,1235.86,45.67,34.56,11.11,26.45,34.94,13.3,73.83,65.15,76.91,25.74,1244.24,28.35,33.57,-21.01,0.23,0,43.71,141.95,NO PATTERN,26-08-2016
DIVISLAB-1M,1340.55,543600,718848,0.11,2.7,12.47,22.55,16.99,1328.81,1326.3,1268.28,1283.78,1239.18,1258.67,1213.12,1225.35,1183.21,1199.05,1138.98,1159.01,1101.87,1125.15,1369.4,1108.97,1239.18,45.66,34.28,11.39,23.97,35.78,13.6,75.98,70.68,78.1,49.27,1257.71,25,32.48,-15.6,0.23,44.22,61.67,148.6,,26-08-2016
DIVISLAB-2M,1344.15,2400,226224,-0.23,2.6,16.71,26.69,0,1335.98,1332.72,1276.24,1289.84,1249.37,1262.26,1205.58,1223.73,1178.49,1193.65,1119.08,1151.88,1106.22,1123.11,1373.22,1125.52,1249.37,50.74,40.83,9.91,26.56,48.44,15.84,77.9,68.1,77.74,38.14,1225.68,5.9,27.07,-19.43,0.27,0,41.26,192.45,,26-08-2016
DJIA-1M,18450,1380,6411.6,0.03,-0.54,-0.08,3.55,5.44,18498,18487.87,18529.42,18495.3,18470.38,18465.79,18452.79,18375.63,18210.7,18267.15,18009.38,18034.69,17488.47,17625.93,18671.74,18269.01,18470.38,68.13,94.26,-26.13,9.89,25.76,35.52,52.2,25.31,34.09,-88.16,18056.68,25,83.99,-77.11,0.08,4.71,1.57,-15,,26-08-2016
DLF,159.7,7094058,8461890.18,-1.15,-4.8,-0.34,23.85,24.72,162.59,162.28,164.45,163.17,163.28,162.38,161.15,159.26,155.42,154.98,143.18,145.72,122.81,132.49,169.81,156.74,163.28,2,3.14,-1.14,14.54,16.65,20.65,47.77,18.39,25.47,-140.42,168.93,5.2,5.04,-89.19,0.43,0,7.15,-0.55,Engulfing Line - Bearish,26-08-2016
DLF-1M,161.05,34125000,35930700,-0.37,-4.14,0.34,23.74,25.04,163.08,162.91,164.92,163.69,163.87,162.89,161.61,159.75,155.87,155.46,143.66,146.15,123.12,132.78,170.06,157.68,163.87,2.03,3.14,-1.11,14.67,16.55,20.36,49.2,21.17,26.77,-106.06,169.67,5.65,5.06,-82.24,0.43,0,6.05,0.55,,26-08-2016
DLF-2M,161.9,420000,5722600,-0.61,-4.23,0.25,23.73,25.41,164.15,163.94,165.95,164.72,164.87,163.9,162.6,160.73,156.81,156.39,144.48,146.98,123.66,133.38,171.01,158.73,164.87,2.06,3.18,-1.12,17.49,18.42,21.31,48.93,20.29,26.3,-118.41,170.15,5,4.66,-84.36,0.43,0,6.07,0.4,,26-08-2016
DLINKINDIA,90.3,56832,134290.98,-0.93,-1.63,-21.89,-25.62,-53.21,90.75,90.53,89.47,92.52,95.43,95.88,105.94,101.4,109.99,105.63,114.29,112.77,129.81,132.18,114.5,76.36,95.43,-6.43,-7.07,0.64,37.96,15.26,25.67,34.55,53.8,60.72,29.17,85.18,3.4,4.54,-61.02,-0.35,40.91,73.62,-25.3,NO PATTERN,26-08-2016
DOLPHINOFF,88.35,28537,130027.42,-1.23,-2.54,-3.34,-6.16,-26.13,89.82,89.32,89.34,89.73,89.83,90.11,91.49,90.66,91.68,90.96,91.89,91.61,96.8,97.39,93.94,85.72,89.83,-0.71,-0.74,0.03,11.43,17.43,17.28,44.66,20.26,34.23,-124.11,96.26,2.95,3.68,-76.81,-0.02,0,15.91,-3.05,NO PATTERN,26-08-2016
DONEAR,39.35,2147426,220910.02,19.6,38.07,37.11,36.4,153.87,33.16,34.07,29.72,31.07,29.03,30.18,29.18,29.45,28.94,29.04,28.2,28.34,26.69,25.23,35.1,22.96,29.03,1.48,0.39,1.1,31.72,37.95,5.26,79.93,80.74,75.83,121.2,27.64,8.15,2.4,-0.76,0.06,100,87.68,10.65,Engulfing Line - Bullish,26-08-2016
DPL,73.8,12431,84596.14,-0.47,-1.67,-18.45,-8.55,-21.45,74.21,74.32,74.84,76.19,78.22,78.37,84.68,81.36,86.81,82.88,85.3,83.6,81.36,83.98,88.68,67.76,78.22,-4.03,-4.06,0.02,28.41,19.69,27.53,34.49,37.65,38.9,-42.42,68.89,2.7,3.87,-59.88,-0.1,64.25,79.07,-16.7,NO PATTERN,26-08-2016
DPSCLTD,29.5,26600,94005.24,1.2,14.79,4.8,64.35,114.55,28.48,28.57,27.2,27.73,27.25,27.51,27.56,27.01,27.02,26.18,23.36,24.03,18,19.77,29.51,24.98,27.25,0.45,0.19,0.26,18.44,28.79,13.87,60.76,66.9,69.82,83.55,25.55,1.7,1.69,-24.37,0.5,100,94.06,1.35,NO PATTERN,26-08-2016
DQE,22,39661,89375.76,-3.08,-5.17,-8.52,-16.51,3.04,22.71,22.53,22.37,22.59,22.33,22.76,23.33,23.2,24.09,23.53,24.3,23.9,25.2,23.98,24.42,20.24,22.33,-0.38,-0.52,0.14,22,19.16,16.04,44.7,23.76,41.08,-166.67,21.29,1.2,1.51,-60.33,-0.16,0,0.3,-2.05,NO PATTERN,26-08-2016
DREDGECORP,435.25,44635,55952.9,1.04,3.29,2.34,12.86,7.47,422.3,424.74,412.47,418.01,413.35,417.8,423.43,417.85,422.7,415.68,408.62,406.97,378.82,389.57,432.93,393.78,413.35,0.21,-2.93,3.14,24.04,24.91,13.09,61.5,75.94,66.8,98.38,400.61,11.9,13.87,-14.25,0.09,100,98.62,9.95,NO PATTERN,26-08-2016
DRREDDY,3040.4,234513,481026.92,-0.32,1,2.02,-2.43,-27.46,3030.54,3034.03,3020.12,3037.77,3005.06,3066.47,3202.94,3115.34,3222.38,3139.63,3147.95,3157.93,3117.19,3316.43,3067.8,2942.32,3005.06,-56.19,-71.97,15.78,32.07,20.48,28.46,42.54,74.79,69.03,60.96,2933.5,46.05,55.13,-35.91,-0.04,81.27,93.76,60.2,NO PATTERN,26-08-2016
DRREDDY-1M,3053.75,348600,994419,0.2,1.35,2.24,-2.66,-27.22,3032.17,3038.17,3022.33,3041.04,3010.56,3069.98,3206.12,3119.19,3225.54,3143.83,3153.45,3162.82,3123.09,3322.3,3065.12,2956,3010.56,-56.61,-72.58,15.97,30.96,22.51,27.53,43.47,73.55,64.82,89.87,2947.6,46.95,54.54,-30.6,-0.04,100,100,66.95,,26-08-2016
DRREDDY-2M,3071.45,4800,294680,0.07,1.28,2.26,-1.97,-27.15,3051.35,3057.3,3041.43,3060.19,3029.86,3088.7,3224.63,3136.51,3239.7,3159.81,3165.96,3177.31,3136.77,3337.25,3083.23,2976.49,3029.86,-55.58,-71.14,15.57,35.3,22.83,32.99,43.37,73.29,62.78,69.38,2928,19.5,49.54,-29.13,-0.04,100,100,67.75,,26-08-2016
DSKULKARNI,71.4,5689,15776.5,0,1.13,-6.91,4.23,-13.61,70.15,70.86,71.04,71.38,72.36,72.05,74.22,72.77,73.53,73.17,73.49,74.47,81.8,81.77,76.79,67.92,72.36,-1.17,-1.07,-0.1,21.11,22.92,11.34,45.71,39.39,29.35,34.22,67.2,2.65,3.58,-61.82,-0.01,93.56,95.71,-5.3,NO PATTERN,26-08-2016
DTIL,274.35,10810,6303.92,-1.74,-2.4,-13.96,-2.76,11.32,280.62,279.59,281.9,284.69,290.18,289.62,304.91,295.45,307.34,297.03,298.62,293.45,280.59,279.79,317.72,262.63,290.18,-8.87,-8.43,-0.44,34.35,12.08,24.87,36.2,36.72,52.19,-91.63,264.02,9.85,12.82,-59.33,0.03,15.51,54.29,-44.5,NO PATTERN,26-08-2016
DUCON,13.25,23040,73258.12,-0.38,-2.93,-1.49,-12.83,81.51,13.52,13.44,13.7,13.61,13.68,13.73,13.97,13.95,14.25,14.17,14.67,14.55,15.67,14.57,14.32,13.03,13.68,-0.23,-0.21,-0.01,6.77,13.44,14.93,41.88,25.09,33.95,-94.4,14.71,0.65,0.87,-82.5,-0.19,0,16.89,-0.2,NO PATTERN,26-08-2016
DWARKESH,237.35,275071,800473,-0.44,-9.1,1.32,20.67,779.07,244.71,243.39,252.34,254.24,277.63,258.56,263.58,258.51,257.21,253.23,235.35,234.53,173.33,175.34,356.55,198.72,277.63,-6.25,-0.84,-5.41,14.23,20.35,26.76,41.45,20.05,37.84,-95.64,281.68,13.5,19.9,-89.7,0.44,0,0,3.1,Doji,26-08-2016
DYNAMATECH,2828,1774,3760.36,-2.23,0.39,10.93,25.05,11.34,2913.5,2857.72,2696.92,2755.96,2645.05,2699.13,2600.26,2630.09,2568.49,2569.35,2435.84,2454.63,2198.71,2377.54,3034.4,2255.7,2645.05,101.02,66.93,34.09,30.33,34.14,15.41,60.68,35.86,59.52,-134.14,2491.83,159.05,126.2,-36.47,0.25,0,5.46,278.75,NO PATTERN,26-08-2016
EASTSILK,2.75,9183,30917.26,-1.79,7.84,-1.79,34.15,-22.54,2.74,2.74,2.65,2.69,2.65,2.68,2.71,2.65,2.63,2.61,2.45,2.55,2.53,2.52,2.83,2.48,2.65,0.03,0.01,0.01,23.03,17.23,24.5,55.26,75,85.7,-20.83,2.17,0.2,0.19,-17.65,0.25,67.08,89.03,-0.05,NO PATTERN,26-08-2016
EASUNREYRL,31.9,5211,20378.58,-0.16,3.74,-0.62,3.4,-40.04,32.09,31.96,31.82,31.97,32.17,32.04,32.38,32.11,32.23,32.15,32.12,32.64,35.53,36.08,33.67,30.66,32.17,-0.13,-0.14,0.01,23.57,19.58,13.77,48.74,52.68,62.89,-1.69,33.65,1.2,1.52,-43.21,0.01,30.18,51.91,-0.2,NO PATTERN,26-08-2016
ECEIND,317.1,3108,21639.08,1.37,0.19,-2.48,76.51,141.42,315.26,315.38,312.45,311.28,300.9,306.53,307.37,294.04,276.63,278.77,233.08,249.01,185.83,204.22,342.5,259.31,300.9,10.35,11.36,-1.01,30.38,35.42,16.61,58.56,34.54,39.86,73.85,296.21,21,19.59,-52.97,0.91,98.4,32.8,-8.05,NO PATTERN,26-08-2016
ECLERX,1628.75,16261,25057.02,2.44,3.68,6.59,20.25,22.9,1587.58,1595.44,1567.82,1573.31,1558.48,1559.73,1533.39,1536.39,1503.18,1513.56,1453.89,1471.3,1394.81,1405.56,1618.58,1498.38,1558.48,26.2,22.98,3.21,34.64,24.96,7.92,65.21,68.2,50.79,110.75,1544.2,55.75,51.87,-17.5,0.19,100,100,100.7,NO PATTERN,26-08-2016
EDELWEISS,108.3,909828,2011690,-1.99,-0.6,14.91,44.11,73.14,109.68,108.64,105.33,105.63,103.54,102.66,95.37,97.21,89.55,92.11,79.2,83.33,65.72,72.16,115.13,91.95,103.54,5.84,5.96,-0.12,40.64,33.91,14.37,61.94,39.88,51.67,-96.39,99.41,5.1,5.29,-41.43,0.77,0,26.35,14.05,Engulfing Line - Bearish,26-08-2016
EDL,51.8,22173,45384.62,1.27,-3.72,-13.59,-17.84,11.88,52.3,52.18,52.75,53.08,53.66,53.93,56.34,55.26,57.01,56.31,58.62,58,66.39,58.83,56.91,50.42,53.66,-1.6,-1.59,-0.01,11,19.56,22.38,37.61,18.55,18.77,-89.04,56.79,1.25,2.64,-68.89,-0.18,64.45,23.51,-8.15,NO PATTERN,26-08-2016
EDUCOMP,13,1554761,971817.92,1.96,1.96,-6.81,6.56,0,12.78,12.79,12.63,12.76,12.8,12.81,13.08,12.83,12.88,12.78,12.45,12.69,12.89,12.79,13.49,12.11,12.8,-0.07,-0.09,0.02,15.08,25.39,15.6,53.17,43.26,42.28,119.25,12.1,0.65,0.59,-30.77,0.1,100,76.37,-0.95,NO PATTERN,26-08-2016
EICHERMOT,22331,23347,36778.18,1.09,2.54,9.79,19.15,6.62,22071.74,22149.05,22117.88,22012.78,22079.61,21789.64,21183.98,21312.06,20493.68,20885.03,19916.16,20221.41,18605.42,19223.38,22719.45,21439.77,22079.61,460.78,547.48,-86.7,27.87,26.77,17.11,62.79,74.53,59.13,98.27,21484.94,259.4,475.86,-28.3,0.26,100,82.71,1991.25,NO PATTERN,26-08-2016
EICHERMOT-1M,22425.35,50750,71630,1.38,2.75,9.91,18.63,7.01,22087.96,22185.52,22150.15,22050.14,22145.17,21833.56,21242.44,21362.95,20550.08,20938.78,19979,20275.08,18649.11,19272.48,22762.8,21527.54,22145.17,449.36,536.86,-87.49,26.5,28.64,18.13,63.66,73.8,58.55,118.21,22735.22,350.15,463.69,-20.15,0.26,100,84.56,2021.1,,26-08-2016
EICHERMOT-2M,22513.2,450,18440,1.23,2.51,9.75,22.25,8.2,22218.16,22302.17,22261.63,22167.44,22258.68,21948.63,21348.69,21476.6,20650.94,21050.89,20154.38,20375.05,18702.3,19352.31,22827.24,21690.12,22258.68,452.98,540.41,-87.43,26.97,31.23,20.22,63.66,76.27,60.94,124.28,22637.7,273.85,408.39,-19.85,0.26,100,86.22,1999.55,,26-08-2016
EIDPARRY,248.25,189237,275317.64,-1,-3.69,0.14,7.56,72.4,251.66,251.28,252.57,252.2,254.34,251.58,248.48,249.5,246.05,246.61,241.2,238.1,212.41,212.14,263.13,245.56,254.34,1.47,2.42,-0.95,10.98,18.83,21.73,47.56,26.98,38.22,-166.67,259.45,7,9.07,-62.2,0.16,0,10.95,0.35,NO PATTERN,26-08-2016
EIHAHOTELS,332.25,569,2381.2,-0.7,0.79,-5.84,3.84,51.02,334.15,333.24,331.82,334.99,339.24,337.23,344.98,338.61,343.77,336.68,327.74,327.2,295.09,294.1,361.65,316.83,339.24,-3.69,-3.35,-0.34,34.11,22.92,10.64,44.06,40.18,49.4,8.55,347.39,13.9,16.3,-64.29,0.14,38.33,51.3,-20.6,NO PATTERN,26-08-2016
EIHOTEL,112.6,24534,104236.66,-1.18,0.04,-4.33,5.58,-3.39,113.87,113.34,112.25,112.99,112.83,112.96,113.57,112.75,113.03,112.26,110.04,111.36,112.12,111.35,117.96,107.69,112.83,0.09,-0.06,0.15,17.22,19.56,14.08,49.15,45.82,59.91,-73.22,109.12,1.9,3.24,-55.06,0.08,0,45.68,-5.1,NO PATTERN,26-08-2016
EIMCOELECO,394,545,1945,1.94,1.62,-7.12,12.17,-37.95,390.58,391.31,390.96,393.49,393.41,397.76,420.2,401.44,410.55,399.91,386.44,394.96,396.31,417.25,416.63,370.18,393.41,-7.33,-7.76,0.44,27.98,13.47,23.84,47.2,60.58,55.92,11.32,371.57,22.9,20.79,-32.5,0.16,75.66,64.71,-30.2,NO PATTERN,26-08-2016
EKC,19.7,54614,344901.28,-1.5,-5.52,-7.51,23.12,103.09,19.89,19.95,20.56,20.29,20.78,20.27,20.24,19.82,18.87,19.25,17.6,18.24,16.34,15.84,22.89,18.67,20.78,0.17,0.47,-0.3,15.77,20.44,23.7,47.33,14.15,13.61,-106.73,21.48,0.5,1.14,-96.83,0.5,0,7.23,-1.6,NO PATTERN,26-08-2016
ELAND,31.6,156953,90230.08,7.12,-0.16,-12.83,-13.66,11.46,30.15,30.66,31.82,31.64,32.74,32.38,34,33.27,34.98,33.73,34.03,34.17,36.64,34.06,36.49,28.99,32.74,-1.33,-1.1,-0.23,19.17,18.6,18.49,43.5,29.43,19.15,126.87,33.65,3.95,2.13,-66.88,-0.06,100,40.51,-4.65,NO PATTERN,26-08-2016
ELECON,57.15,365178,321912.38,-2.81,2.42,-4.43,-2.14,-30.89,56.98,57.17,56.57,57.09,56.81,57.52,59.09,58.42,60.32,59.1,60.76,60.27,65.04,65.36,59.12,54.5,56.81,-0.89,-1.21,0.32,22.39,23.72,16.88,46.49,36.43,33.05,53.53,55.79,3.3,2.11,-62.14,-0.12,43.75,71.07,-2.65,NO PATTERN,26-08-2016
ELECTCAST,23.75,730523,428629.62,3.04,6.03,9.7,34.56,2.15,23.24,23.16,22.21,22.52,22.14,22.16,21.56,21.55,20.64,21.03,19.63,20.33,19.71,19.9,23.71,20.56,22.14,0.7,0.58,0.12,28.7,25.35,11.68,64.33,79.62,84.41,125,21.37,1.4,1.05,-14.71,0.32,100,78.44,2.1,Engulfing Line - Bullish,26-08-2016
ELECTHERM,121.6,5811,13540.76,4.96,15.53,64.21,106.8,215.84,111.64,113.95,109.13,106.66,98.86,101.37,88.55,93.92,84.72,88.32,77.54,79.56,61.93,65.23,128.81,68.91,98.86,9.76,8.57,1.19,42.47,36.88,9.69,80.48,97.44,71.3,137.4,100.15,5.75,6.37,0,0.71,100,100,47.55,NO PATTERN,26-08-2016
