"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"CADILAHC-1M","388.95","1052800.00","2020700.00","1.65","4.29","5.68","14.92","0.00","383.11","383.10","375.48","377.42","372.75","374.01","369.89","367.59","358.08","361.35","343.56","353.53","345.44","357.27","392.89","352.61","372.75","6.75","5.95","0.80","17.52","27.94","13.21","64.04","66.55","63.68","110.71","369.50","8.35","11.08","-13.36","0.23","100.00","95.43","20.90","","2016-08-30"
"CAIRN","205.05","2104014.00","3963047.84","1.06","0.49","7.33","41.27","44.40","203.05","203.44","201.87","201.11","197.93","197.62","191.99","189.70","176.16","181.91","160.54","169.54","146.15","156.54","213.07","182.79","197.93","7.31","8.43","-1.12","39.29","32.72","16.71","63.21","41.53","30.80","56.02","195.88","4.45","6.47","-30.81","0.63","60.74","30.71","14.00","NO PATTERN","2016-08-30"
"CAIRN-1M","206.55","8624000.00","10722460.00","0.95","0.95","7.38","41.13","45.05","204.09","204.59","202.49","201.90","198.58","198.29","192.51","190.25","176.44","182.39","160.96","169.93","146.42","156.83","213.51","183.64","198.58","7.52","8.52","-1.00","40.12","33.79","16.57","64.57","48.93","35.24","73.59","199.45","4.35","6.33","-24.63","0.63","67.30","38.88","14.20","","2016-08-30"
"CAIRN-2M","207.60","105000.00","1976450.00","1.44","0.87","7.26","43.92","45.28","204.62","205.20","203.42","202.71","199.62","199.13","193.47","190.96","176.81","182.93","161.00","170.26","146.63","157.01","214.25","184.99","199.62","7.52","8.66","-1.14","44.49","41.78","16.96","64.22","37.83","25.26","70.46","197.54","4.10","5.59","-28.00","0.65","66.18","34.13","14.05","","2016-08-30"
"CAMLINFINE","87.15","61547.00","136547.58","1.34","-1.41","-8.26","-6.64","-13.80","87.39","87.28","87.92","88.35","89.19","89.19","91.37","90.39","91.75","91.25","93.64","92.44","94.83","95.04","93.28","85.11","89.19","-1.56","-1.42","-0.15","29.40","10.95","26.16","39.16","19.54","15.37","-58.01","85.08","1.55","2.62","-61.05","-0.08","64.03","21.34","-7.85","Harami Cross - Bearish","2016-08-30"
"CANBK","280.60","3787614.00","4711891.78","2.56","5.71","11.99","35.95","-14.02","272.83","273.43","265.01","267.13","261.78","263.05","258.01","255.17","246.00","246.97","223.26","234.06","215.91","236.14","278.77","244.79","261.78","8.11","7.33","0.78","20.34","31.83","15.33","68.80","78.04","72.46","166.67","253.44","8.15","8.50","-2.94","0.48","100.00","71.14","30.05","NO PATTERN","2016-08-30"
"CANBK-1M","280.15","19281000.00","14090960.00","4.03","5.38","12.19","37.43","-14.41","271.10","271.75","264.11","265.90","261.00","261.81","256.20","253.70","244.25","245.32","221.30","232.39","214.87","235.00","277.94","244.05","261.00","8.20","7.72","0.48","16.50","32.75","18.41","66.92","60.22","58.25","132.57","252.27","11.90","9.54","-2.60","0.49","100.00","49.51","30.45","","2016-08-30"
"CANBK-2M","278.20","615000.00","2544060.00","4.19","5.34","12.31","35.97","-15.16","268.37","269.43","261.86","263.60","258.92","259.49","253.79","251.33","241.55","242.97","219.08","230.29","213.70","233.79","275.47","242.37","258.92","8.24","7.80","0.43","19.76","34.57","16.87","68.04","63.32","57.45","166.67","248.16","12.05","8.83","-2.12","0.50","100.00","52.54","30.50","","2016-08-30"
"CANBK-3M","268.00","3000.00","44880.00","2.68","1.53","4.89","43.32","0.00","264.54","264.42","258.39","260.15","256.11","256.14","249.85","247.65","235.23","239.21","216.04","228.45","222.66","233.73","272.21","240.00","256.11","8.21","8.53","-0.32","24.11","47.40","25.23","62.53","54.19","62.19","113.73","252.79","7.00","6.52","-2.76","0.52","81.42","34.63","12.50","","2016-08-30"
"CANDC","14.90","29074.00","96390.46","-0.67","-3.25","10.37","73.26","-6.58","15.39","15.17","14.97","15.04","14.74","14.91","14.68","14.62","14.80","14.23","12.74","13.48","12.29","13.36","16.42","13.07","14.74","0.27","0.25","0.02","27.39","25.47","12.91","51.17","14.78","41.33","-95.54","13.82","0.70","1.05","-51.90","0.43","0.00","0.00","1.40","NO PATTERN","2016-08-30"
"CANFINHOME","1496.85","32872.00","52146.44","0.00","3.92","11.96","23.81","91.74","1484.04","1482.17","1450.41","1452.95","1435.80","1428.37","1372.56","1384.70","1313.53","1346.11","1261.93","1278.47","1131.88","1142.23","1502.54","1369.06","1435.80","48.03","47.40","0.63","35.79","24.90","10.11","74.99","78.79","76.96","111.87","1413.79","25.00","38.05","-9.57","0.35","79.26","74.14","159.95","NO PATTERN","2016-08-30"
"CANTABIL","70.60","5675.00","29714.74","-0.77","-4.14","-4.92","-5.55","5.93","72.00","71.55","72.08","72.37","73.04","72.96","74.61","73.81","74.94","74.33","75.92","74.30","71.21","70.65","77.48","68.59","73.04","-1.09","-0.98","-0.11","16.09","17.69","19.61","40.51","26.61","43.81","-54.51","78.70","4.00","3.42","-71.05","-0.06","0.00","0.00","-3.65","Doji","2016-08-30"
"CAPF","691.20","163005.00","261471.96","1.02","-3.83","-5.95","28.52","74.46","699.51","697.02","704.04","702.55","705.01","698.72","691.64","681.62","655.52","658.25","592.54","607.37","484.37","519.09","741.20","668.82","705.01","10.30","17.11","-6.81","37.17","23.06","19.15","50.05","12.09","11.91","-57.68","726.12","20.50","27.27","-67.21","0.57","18.54","6.18","-43.75","NO PATTERN","2016-08-30"
"CAPLIPOINT","1209.75","3612.00","14128.96","-1.01","-0.64","4.53","21.90","-11.33","1225.80","1218.57","1198.42","1208.24","1204.43","1195.85","1172.64","1167.96","1123.31","1140.99","1058.70","1108.94","1113.24","1154.96","1269.62","1139.24","1204.43","25.91","28.47","-2.56","20.64","22.88","17.03","55.48","32.48","46.18","-123.70","1130.97","33.25","46.42","-30.32","0.34","0.00","6.44","52.45","NO PATTERN","2016-08-30"
"CARBORUNIV","270.95","97252.00","294692.54","0.43","-0.51","6.03","20.16","56.30","273.12","271.96","270.87","269.85","266.62","266.55","259.77","259.59","250.27","252.07","233.73","236.96","202.34","211.88","281.85","251.38","266.62","6.72","7.46","-0.74","50.23","28.46","11.30","58.47","15.21","28.80","-74.86","283.89","3.15","8.29","-49.29","0.41","12.61","4.20","15.40","NO PATTERN","2016-08-30"
"CAREERP","106.55","6201.00","44334.18","0.19","-2.52","-7.95","-2.65","-20.04","107.17","107.21","108.19","108.59","109.87","109.62","112.61","110.85","112.66","111.51","112.60","112.56","117.71","117.84","115.51","104.23","109.87","-1.84","-1.59","-0.26","13.45","21.44","21.45","36.81","15.32","13.50","-37.69","114.81","2.90","3.08","-84.50","-0.02","20.00","6.67","-9.20","Doji","2016-08-30"
"CARERATING","1223.25","290867.00","101650.04","-1.46","4.30","15.38","23.01","-2.31","1222.06","1221.50","1192.01","1189.07","1157.88","1161.01","1089.18","1119.62","1055.84","1091.23","1031.68","1064.72","1082.41","1107.33","1280.49","1035.26","1157.88","52.46","49.33","3.12","54.93","38.77","8.00","66.37","54.40","54.70","6.72","1190.00","31.90","40.92","-41.20","0.26","0.00","52.76","163.05","NO PATTERN","2016-08-30"
"CASTEXTECH","10.75","1620684.00","3588414.44","4.88","-5.70","-22.66","80.67","-87.59","10.74","10.77","11.21","11.23","11.59","11.42","12.38","11.26","10.84","10.80","9.00","10.69","10.50","19.69","13.03","10.14","11.59","-0.24","0.02","-0.26","22.40","23.10","33.02","44.25","20.23","15.34","-71.90","12.16","0.75","0.69","-79.45","0.99","77.52","25.84","-3.15","Piercing Line - Bullish","2016-08-30"
"CASTROLIND","426.70","514824.00","1041454.08","0.22","2.38","-3.55","13.80","-9.77","426.08","424.52","416.55","420.37","417.96","418.43","417.06","414.33","407.26","410.15","399.50","405.07","405.04","413.55","434.62","401.30","417.96","3.99","3.22","0.77","20.85","22.85","14.98","61.01","68.42","72.30","37.99","403.01","4.25","11.76","-24.53","0.15","81.49","89.39","-15.70","NO PATTERN","2016-08-30"
"CASTROLIND-1M","429.45","1373400.00","3014862.00","0.17","3.54","-2.62","13.84","-9.46","427.99","426.36","416.67","421.05","417.64","418.80","417.16","414.61","407.61","410.45","400.21","405.45","405.63","414.20","435.06","400.21","417.64","4.45","3.19","1.26","16.08","19.12","20.98","62.62","82.72","83.18","55.19","396.35","4.95","12.61","-16.41","0.14","100.00","98.88","-11.55","","2016-08-30"
"CASTROLIND-2M","432.85","11200.00","997696.00","0.10","3.65","-2.58","14.07","0.00","429.43","428.57","418.96","423.21","420.34","420.90","418.58","416.51","409.02","412.29","401.86","407.79","410.75","418.99","437.28","403.40","420.34","4.60","3.46","1.14","20.14","30.94","16.48","61.80","88.61","83.19","82.33","404.13","2.10","10.14","-6.42","0.14","100.00","92.59","-11.45","","2016-08-30"
"CCCL","3.85","43798.00","144763.36","0.00","-1.28","-2.53","18.46","-9.41","3.88","3.87","3.95","3.91","3.93","3.91","3.91","3.86","3.78","3.82","3.61","3.84","4.31","4.03","4.19","3.66","3.93","0.02","0.05","-0.03","20.51","21.86","19.04","47.96","38.10","38.89","5.05","4.34","0.15","0.24","-75.00","0.20","0.00","0.00","-0.10","NO PATTERN","2016-08-30"
"CCHHL","12.55","83776.00","100834.66","-0.40","-0.40","-3.83","8.66","21.26","12.67","12.62","12.62","12.63","12.49","12.66","12.84","12.70","12.84","12.66","12.47","12.49","12.32","12.06","13.00","11.98","12.49","-0.05","-0.07","0.02","26.90","16.32","9.15","46.72","23.66","29.31","-106.06","12.36","0.45","0.60","-58.62","0.06","0.00","0.00","-0.50","NO PATTERN","2016-08-30"
"CCL","272.15","40467.00","121395.16","-0.42","-2.96","5.44","16.60","16.38","276.96","274.91","272.68","272.32","268.14","269.08","261.01","263.41","256.75","257.59","244.32","245.72","216.82","231.20","284.02","252.26","268.14","6.25","6.33","-0.08","22.11","22.97","14.39","59.79","19.78","40.77","-87.64","285.71","9.40","7.69","-45.26","0.28","0.00","0.00","14.05","NO PATTERN","2016-08-30"
"CEATLTD","908.05","626487.00","578328.88","1.05","6.40","5.13","-1.73","-19.16","880.35","886.24","873.75","877.73","876.72","876.32","876.16","877.11","864.23","883.91","911.04","908.66","970.77","965.02","918.24","835.20","876.72","2.07","-0.62","2.69","11.85","31.53","20.06","59.55","86.29","76.84","114.83","836.03","19.35","25.28","-11.94","-0.12","100.00","98.17","44.30","NO PATTERN","2016-08-30"
"CEATLTD-1M","912.45","2181200.00","1558872.00","0.76","7.04","5.11","-2.02","-18.78","884.32","890.40","875.97","880.69","879.50","879.08","878.73","879.79","866.85","886.47","912.95","910.77","972.05","966.68","923.96","835.04","879.50","2.38","-0.78","3.16","12.92","30.85","19.96","59.47","89.66","81.83","110.95","834.70","19.15","25.84","-13.43","-0.12","100.00","100.00","44.35","","2016-08-30"
"CEATLTD-2M","918.15","2100.00","292908.00","0.88","7.11","5.49","-1.67","-17.92","888.22","894.62","880.95","885.21","883.86","883.63","883.35","884.20","871.38","890.61","916.30","914.33","974.71","970.17","928.51","839.21","883.86","2.38","-0.61","2.99","9.49","41.13","28.02","59.81","90.83","79.73","95.38","670.66","8.05","22.02","0.00","-0.12","100.00","93.16","47.75","","2016-08-30"
"CEBBCO","14.15","148598.00","87580.52","-3.08","0.35","-5.67","-5.98","-25.92","14.18","14.23","14.26","14.32","14.38","14.48","15.00","14.77","15.11","15.09","15.90","15.85","18.70","17.48","15.02","13.75","14.38","-0.31","-0.34","0.04","15.00","19.23","13.76","43.31","33.06","23.43","83.33","13.77","1.20","0.75","-87.50","-0.23","36.32","45.44","-0.85","NO PATTERN","2016-08-30"
"CELEBRITY","11.85","304702.00","548069.64","4.41","-0.42","-20.47","16.18","-15.66","11.66","11.68","11.91","11.94","12.06","12.12","12.88","12.15","12.22","11.96","10.90","11.54","11.39","11.84","13.11","11.02","12.06","-0.27","-0.16","-0.11","12.48","21.10","21.75","47.00","30.13","25.78","-2.14","12.36","0.65","0.85","-72.55","0.41","90.04","30.01","-3.05","Engulfing Line - Bullish","2016-08-30"
"CELESTIAL","23.70","16359.00","62857.72","0.00","-1.86","-5.77","3.49","32.03","23.90","23.84","24.07","24.06","24.09","24.24","24.94","24.40","24.82","24.43","24.06","24.43","25.68","23.80","24.91","23.27","24.09","-0.31","-0.27","-0.03","13.92","15.14","13.37","43.18","18.67","23.24","-78.70","25.52","0.45","1.38","-84.62","0.05","0.00","8.08","-1.45","NO PATTERN","2016-08-30"
"CENTENKA","266.15","320282.00","108692.58","1.43","17.43","20.68","29.17","17.25","251.23","252.14","229.65","236.97","225.66","231.37","221.61","225.96","222.06","222.10","216.19","214.71","194.24","204.90","257.93","193.39","225.66","9.58","4.23","5.35","29.16","38.43","5.88","80.66","85.28","82.65","110.33","225.32","12.10","9.91","-12.85","0.12","100.00","100.00","45.60","NO PATTERN","2016-08-30"
"CENTEXT","2.45","75707.00","46363.34","2.08","6.52","2.08","40.00","53.12","2.38","2.39","2.32","2.36","2.33","2.36","2.39","2.35","2.40","2.33","2.19","2.26","2.15","2.11","2.47","2.19","2.33","0.00","-0.02","0.02","14.14","16.50","14.45","56.72","82.22","79.26","101.85","2.11","0.15","0.16","-12.50","0.21","100.00","100.00","0.05","NO PATTERN","2016-08-30"
"CENTRALBK","109.65","5636808.00","1107631.94","1.81","4.13","12.00","32.83","25.03","104.85","105.92","103.10","103.49","101.06","102.44","100.47","101.01","102.28","99.12","93.74","94.20","79.00","86.72","108.77","93.35","101.06","1.87","1.10","0.78","18.15","33.24","20.65","65.28","61.50","45.30","126.98","100.00","6.00","4.35","-11.83","0.24","100.00","66.67","11.75","NO PATTERN","2016-08-30"
"CENTUM","486.15","15001.00","9875.00","0.21","-5.43","-8.23","-4.18","-35.19","493.01","491.70","503.16","502.60","512.91","508.56","522.99","515.39","522.04","520.27","530.80","531.60","565.09","578.18","545.48","480.35","512.91","-10.52","-7.40","-3.12","20.61","13.37","21.42","33.49","21.86","21.77","-70.90","534.02","13.65","20.08","-84.11","-0.07","9.83","4.13","-43.60","NO PATTERN","2016-08-30"
"CENTURYPLY","218.65","302271.00","489432.12","-0.11","-0.86","-7.10","34.14","20.34","220.77","219.57","216.96","218.89","217.42","218.58","221.62","216.22","215.08","211.99","197.86","202.34","180.99","188.85","226.57","208.27","217.42","1.08","1.19","-0.11","18.33","21.22","16.55","51.24","45.52","62.70","-82.20","209.32","3.55","7.70","-37.36","0.34","0.00","32.10","-16.70","NO PATTERN","2016-08-30"
"CENTURYTEX","722.40","2215021.00","913447.90","3.61","7.22","3.49","16.06","6.02","695.25","700.77","683.43","690.19","685.83","687.27","685.41","681.23","676.09","672.27","651.47","649.33","585.02","611.63","717.23","654.43","685.83","5.86","3.10","2.76","14.56","26.68","13.42","63.43","82.70","63.72","104.96","665.13","30.75","21.43","-8.48","0.19","100.00","87.42","24.35","NO PATTERN","2016-08-30"
"CENTURYTEX-1M","726.00","9221300.00","4531020.00","3.51","7.56","3.21","15.66","6.45","697.79","703.75","685.55","692.64","688.37","689.56","687.37","683.29","677.50","674.18","653.33","651.07","586.49","613.19","721.66","655.08","688.37","6.15","3.27","2.88","15.35","27.42","13.55","63.22","83.82","63.54","99.27","665.39","30.50","21.77","-8.45","0.19","100.00","88.76","22.60","","2016-08-30"
"CENTURYTEX-2M","730.45","47300.00","805508.00","3.50","7.51","1.68","16.80","2.15","702.12","708.08","690.01","697.01","692.60","693.87","691.78","687.22","680.72","677.67","655.59","654.06","589.27","616.01","725.48","659.73","692.60","6.36","3.61","2.75","15.05","32.34","15.21","63.16","88.04","67.86","105.45","669.07","28.65","20.01","-5.86","0.20","100.00","88.96","12.10","","2016-08-30"
"CERA","2399.90","4341.00","8910.88","0.01","1.08","1.75","19.79","15.50","2385.72","2391.09","2388.82","2390.27","2391.42","2389.65","2400.85","2373.77","2385.12","2338.46","2224.98","2245.13","2003.58","2109.71","2424.76","2358.07","2391.42","4.84","7.73","-2.89","11.18","16.39","12.24","54.69","64.72","58.63","128.32","2459.66","58.00","58.13","-33.70","0.25","100.00","82.36","41.20","NO PATTERN","2016-08-30"
"CEREBRAINT","13.50","755322.00","834875.00","0.37","-1.82","5.88","-5.59","-1.46","13.55","13.58","13.92","13.71","13.77","13.72","13.65","13.76","13.68","13.92","14.40","14.50","17.39","15.73","14.95","12.59","13.77","-0.02","0.04","-0.06","18.16","13.08","22.40","45.42","29.56","27.00","-50.00","13.30","0.20","0.64","-86.49","-0.17","33.49","16.93","0.75","NO PATTERN","2016-08-30"
"CESC","655.10","158582.00","314442.84","0.49","0.57","6.59","20.31","19.55","653.60","653.55","650.90","647.80","638.81","641.15","625.34","628.75","614.78","615.83","586.18","590.29","531.24","560.77","676.29","601.33","638.81","13.05","13.51","-0.46","35.38","25.70","9.79","64.57","37.41","41.17","50.26","643.72","8.50","13.57","-22.18","0.27","30.47","10.16","40.50","Engulfing Line - Bullish","2016-08-30"
"CESC-1M","660.10","609400.00","1034860.00","0.66","1.00","6.61","20.24","20.42","656.24","656.95","653.29","650.41","641.11","643.61","627.56","631.12","617.03","618.15","588.60","592.44","532.80","562.62","678.63","603.59","641.11","13.31","13.48","-0.17","34.24","25.01","10.59","66.99","47.90","45.79","75.73","649.25","7.95","13.82","-18.90","0.27","100.00","64.85","40.90","","2016-08-30"
"CGCL","186.00","9863.00","25744.86","2.88","5.47","-1.12","39.80","20.78","184.30","182.45","174.39","177.03","174.56","172.90","163.35","165.56","152.28","159.55","144.65","152.38","150.30","150.32","188.69","160.44","174.56","8.09","7.80","0.29","29.23","27.87","13.36","64.69","60.98","67.45","34.47","163.54","9.15","10.07","-22.15","0.49","68.16","52.35","-2.10","NO PATTERN","2016-08-30"
"CHAMBLFERT","68.05","342556.00","461829.88","0.52","0.00","5.75","3.34","4.37","68.09","67.83","67.07","67.15","66.01","66.76","65.75","66.42","66.72","66.10","65.90","65.02","61.41","62.78","69.93","62.08","66.00","0.66","0.38","0.28","21.96","22.81","12.71","59.43","30.17","43.81","-17.00","67.06","0.75","1.50","-32.04","0.03","25.76","12.90","3.70","NO PATTERN","2016-08-30"
"CHEMFALKAL","266.10","77515.00","125520.24","-0.52","2.41","24.40","160.63","201.36","262.19","260.38","236.46","241.34","220.07","228.71","209.51","208.46","181.43","190.22","142.33","160.88","110.15","128.16","283.12","157.02","220.07","23.97","20.25","3.72","44.75","41.47","10.85","72.50","60.79","64.74","91.36","227.16","9.80","17.20","-15.49","1.50","36.13","27.90","52.20","NO PATTERN","2016-08-30"
"CHENNPETRO","289.05","1421742.00","1608765.36","2.03","9.26","8.32","44.24","13.75","282.24","282.16","273.68","276.49","276.36","271.88","264.07","261.36","242.16","251.04","224.47","235.06","206.39","219.74","297.28","255.44","276.36","9.71","10.40","-0.69","35.68","29.15","12.47","62.97","67.07","68.27","79.94","258.65","9.10","13.29","-26.35","0.61","100.00","92.00","22.20","NO PATTERN","2016-08-30"
"CHOLAFIN","1170.25","26609.00","145561.08","0.27","7.51","7.13","19.96","84.39","1137.72","1147.39","1118.95","1126.68","1124.67","1113.19","1081.66","1084.72","1040.23","1053.29","983.10","985.50","804.85","851.32","1176.11","1073.24","1124.67","27.55","27.30","0.26","32.09","25.79","10.12","67.18","79.66","65.72","80.30","1081.74","23.75","40.51","-19.96","0.41","100.00","100.00","77.90","NO PATTERN","2016-08-30"
"CHROMATIC","3.55","287220.00","568784.84","2.90","-5.33","-10.13","16.39","-2.74","3.61","3.59","3.76","3.71","3.79","3.77","3.89","3.82","3.96","3.82","3.68","3.78","3.55","3.65","4.13","3.45","3.79","-0.10","-0.06","-0.04","19.34","11.27","21.08","39.31","21.48","34.74","-64.10","4.22","0.15","0.25","-86.36","0.08","43.59","14.53","-0.40","NO PATTERN","2016-08-30"
"CIGNITITEC","434.95","13156.00","37785.08","0.08","2.34","-2.85","-6.69","12.67","433.90","433.83","433.50","434.83","436.93","437.60","448.97","441.47","447.36","443.17","448.04","442.50","440.81","438.27","454.30","419.56","436.93","-5.14","-5.70","0.56","16.64","17.50","20.51","45.32","66.60","70.53","20.87","445.44","7.00","10.91","-57.62","-0.02","77.62","85.09","-12.75","NO PATTERN","2016-08-30"
"CIMMCO","73.50","17903.00","29940.12","0.48","-0.54","0.96","7.30","-14.04","73.55","73.29","71.26","72.24","70.73","71.85","71.45","71.65","72.01","71.66","71.35","72.04","74.80","73.71","75.85","65.61","70.73","0.62","0.11","0.51","19.93","22.25","22.91","56.67","49.31","48.97","30.91","77.58","1.85","3.18","-36.75","-0.02","22.19","7.40","0.70","NO PATTERN","2016-08-30"
"CINELINE","62.35","44324.00","144520.58","-1.11","5.95","13.47","80.99","317.06","63.32","61.95","57.07","59.09","56.26","57.97","56.64","56.48","57.73","54.38","47.70","48.71","33.05","36.90","65.29","47.24","56.27","2.00","0.91","1.09","27.22","26.57","10.42","62.99","61.91","73.58","-129.11","53.58","1.70","3.89","-25.83","0.54","0.00","48.92","7.40","NO PATTERN","2016-08-30"
"CINEVISTA","7.65","124377.00","85503.28","-8.93","-1.92","44.34","98.70","91.25","8.68","8.10","7.05","7.41","6.68","6.97","6.10","6.37","5.63","5.93","4.85","5.34","4.70","4.84","9.27","4.09","6.68","0.81","0.62","0.19","36.61","32.81","13.39","59.59","42.56","65.27","-110.18","6.23","1.00","0.87","-52.00","0.90","0.00","7.74","2.35","NO PATTERN","2016-08-30"
"CIPLA","576.10","1075723.00","1652041.24","1.43","3.68","9.23","21.89","-16.70","568.29","568.01","554.47","556.80","545.26","549.24","534.07","538.40","523.05","531.14","514.39","527.87","550.79","561.60","582.43","508.09","545.26","14.05","11.83","2.22","32.69","33.03","8.33","71.53","73.02","66.83","166.67","538.01","13.75","12.71","-7.51","0.14","100.00","76.45","48.70","Engulfing Line - Bullish","2016-08-30"
"CIPLA-1M","578.90","3440000.00","4458644.00","1.77","4.19","9.41","21.54","-16.39","569.13","569.23","554.84","557.46","545.55","549.83","534.68","539.08","523.98","531.95","515.56","528.90","552.13","562.86","583.37","507.74","545.55","14.12","11.64","2.48","30.68","33.53","9.63","73.41","77.09","70.19","166.67","537.54","14.90","12.77","-6.16","0.14","100.00","85.62","49.80","","2016-08-30"
"CIPLA-2M","579.50","12000.00","1188820.00","0.96","3.99","9.20","21.18","-16.82","571.61","571.57","557.02","559.75","548.11","552.08","536.73","541.30","526.05","534.18","517.96","531.22","554.73","565.51","584.91","511.31","548.11","14.19","11.71","2.48","30.04","33.22","11.28","73.24","88.56","76.33","140.73","538.16","6.25","11.54","-0.64","0.14","100.00","93.49","48.80","","2016-08-30"
"CLNINDIA","734.75","8654.00","12356.72","0.35","-2.90","1.56","10.38","-5.41","739.83","737.17","731.22","731.96","720.48","726.38","714.63","717.85","708.44","710.36","694.58","699.94","691.48","711.34","764.32","676.64","720.48","10.43","9.64","0.79","22.84","24.92","16.25","56.64","14.35","25.63","-65.00","705.75","12.95","18.59","-40.22","0.12","10.48","3.49","11.30","NO PATTERN","2016-08-30"
"CNX100","8962.55","19707.12","20062.42","1.44","1.31","1.40","8.57","5.01","8858.57","8876.86","8856.95","8854.80","8844.40","8832.25","8806.25","8764.21","8677.41","8673.69","8419.80","8482.18","8024.51","8262.11","8958.38","8730.42","8844.40","51.44","60.93","-9.49","18.33","29.38","20.69","63.90","53.98","38.62","143.43","8773.10","132.00","81.61","-1.92","0.15","100.00","46.27","123.55","NO PATTERN","2016-08-30"
"CNX200","4657.40","19707.12","20062.42","1.43","1.40","1.73","9.11","5.67","4602.65","4611.90","4596.85","4596.64","4587.16","4582.47","4563.01","4544.19","4495.63","4495.40","4360.49","4394.12","4156.94","4278.47","4651.39","4522.93","4587.16","31.10","35.02","-3.92","18.58","30.06","20.38","65.35","55.53","40.85","150.04","4557.45","68.15","42.56","-1.87","0.15","100.00","46.97","79.40","NO PATTERN","2016-08-30"
"CNX500","7461.95","19707.12","20062.42","1.37","1.39","1.80","9.67","6.34","7377.46","7391.11","7362.98","7364.14","7345.94","7339.71","7304.66","7275.79","7196.13","7195.18","6972.82","7028.41","6642.53","6835.31","7451.44","7240.43","7345.94","53.04","58.69","-5.65","19.55","31.53","20.65","66.03","54.65","40.54","152.22","7308.10","104.55","65.15","-1.58","0.16","100.00","46.72","131.95","NO PATTERN","2016-08-30"
"CNXAUTO","9866.05","19707.12","20062.42","1.74","3.57","4.17","13.14","12.08","9620.26","9680.58","9601.62","9609.15","9593.77","9558.06","9467.65","9433.18","9264.54","9285.58","8888.52","8986.11","8313.67","8558.68","9857.15","9330.38","9593.77","108.91","116.28","-7.37","14.08","35.10","22.55","66.43","79.53","50.86","134.11","9452.70","176.35","135.97","-1.66","0.22","100.00","96.66","395.20","NO PATTERN","2016-08-30"
"CNXCOMM","3062.90","19707.12","20062.42","1.43","2.07","4.26","19.16","25.74","3019.89","3028.67","3010.70","3008.94","2992.28","2987.87","2950.87","2938.25","2872.64","2881.62","2727.82","2769.34","2509.40","2600.45","3082.79","2901.76","2992.28","44.36","49.16","-4.80","27.18","34.32","21.88","66.40","68.75","48.27","166.67","2964.34","45.90","36.67","-1.77","0.28","100.00","61.04","125.20","NO PATTERN","2016-08-30"
"CNXCONS","3949.60","19707.12","20062.42","1.37","1.51","1.69","9.54","9.32","3905.19","3912.56","3900.60","3901.00","3900.22","3889.75","3871.00","3858.01","3817.18","3817.28","3706.50","3731.33","3537.93","3615.75","3946.49","3853.96","3900.22","25.08","29.10","-4.02","14.07","27.97","22.12","64.30","61.28","49.57","153.77","3846.34","55.30","37.31","-1.64","0.15","100.00","48.08","65.70","NO PATTERN","2016-08-30"
"CNXDIV","69.70","19707.12","20062.42","0.00","0.00","10.39","367.47","-3.32","69.70","69.59","68.44","68.21","66.89","66.37","63.11","61.83","57.15","57.29","36.45","53.29","65.16","63.21","72.13","61.66","66.89","3.94","4.49","-0.55","95.47","97.88","1.02","98.89","0.00","0.00","0.00","68.83","0.00","0.44","0.00","1.54","0.00","0.00","6.56","Doji","2016-08-30"
"CNXDIVOPPT","2149.90","19707.12","20062.42","1.58","1.39","3.41","14.48","3.86","2125.28","2129.63","2124.96","2121.40","2116.11","2110.29","2088.63","2082.65","2045.12","2051.20","1963.42","1992.96","1877.08","1932.41","2156.48","2075.73","2116.11","23.83","27.88","-4.05","29.00","33.87","19.83","67.33","51.59","35.41","152.23","2098.85","34.85","21.35","-2.13","0.22","100.00","39.62","70.90","NO PATTERN","2016-08-30"
"CNXENERGY","9720.45","19707.12","20062.42","1.17","3.90","4.39","16.09","20.34","9541.72","9576.85","9474.35","9485.04","9421.84","9424.34","9324.91","9300.21","9133.09","9170.35","8803.07","8935.67","8478.22","8584.42","9681.13","9162.54","9421.84","122.83","117.90","4.93","28.80","33.87","16.39","67.64","85.80","70.21","128.40","9307.01","123.95","126.95","-2.41","0.19","100.00","93.35","408.60","NO PATTERN","2016-08-30"
"CNXFIN","8034.15","19707.12","20062.42","1.47","1.44","2.51","11.69","8.29","7937.21","7951.54","7897.77","7898.76","7833.45","7856.33","7807.45","7763.07","7645.53","7651.11","7350.01","7423.57","6915.19","7190.85","8059.09","7607.82","7833.45","87.09","87.06","0.03","21.73","31.39","15.43","67.64","60.87","43.55","166.67","7838.92","123.10","89.69","-1.75","0.20","100.00","47.29","196.40","NO PATTERN","2016-08-30"
