"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"SRTRANSFIN-1M","1208.95","1498800.00","1472028.00","-2.88","-3.16","-6.16","3.69","46.97","1253.07","1243.83","1264.38","1258.56","1272.89","1260.21","1257.25","1251.99","1242.57","1234.14","1191.01","1181.24","1009.43","1065.03","1314.64","1231.14","1272.89","-0.24","8.06","-8.30","16.51","16.62","25.14","39.00","34.28","53.04","-166.67","1298.33","48.05","34.64","-92.04","0.23","0.00","33.33","-79.35","","2016-09-01"
"SRTRANSFIN-2M","1219.15","10800.00","333060.00","-2.69","-4.21","-5.64","4.19","40.57","1254.91","1250.70","1274.19","1265.67","1279.10","1267.12","1264.81","1258.05","1246.92","1239.21","1193.18","1184.84","1014.56","1056.55","1320.66","1237.54","1279.10","0.29","9.06","-8.77","9.79","23.72","34.94","40.00","34.09","39.55","-166.67","1323.84","42.35","28.80","-93.94","0.24","0.00","33.33","-72.85","","2016-09-01"
"SSWL","571.40","31410.00","46733.44","0.15","1.15","13.84","44.20","84.06","569.98","568.15","550.27","553.44","536.11","541.77","517.82","522.99","500.71","505.42","464.09","472.95","405.20","423.35","595.96","476.27","536.11","22.12","19.87","2.26","51.44","33.65","5.87","69.65","30.26","38.74","70.56","505.54","20.55","20.85","-21.34","0.44","39.49","24.15","69.45","Doji","2016-09-01"
"STAMPEDE","40.00","630762.00","","0.38","0.38","-4.65","0.00","0.00","39.83","39.89","39.96","40.16","40.32","40.61","","","","","","","","","41.49","39.15","40.32","","","","20.85","21.15","12.19","31.41","47.22","37.59","131.27","41.51","0.70","1.53","-72.97","","100.00","100.00","-1.95","NO PATTERN","2016-09-01"
"STAR","940.25","227431.00","353273.02","-1.16","-1.98","-17.90","-16.09","-21.28","945.49","949.22","980.02","985.37","1035.63","1014.37","1082.06","1049.50","1097.90","1068.88","1104.62","1087.94","1128.08","1135.19","1207.69","863.58","1035.63","-51.96","-43.98","-7.98","38.60","9.65","36.07","27.03","49.57","40.80","-31.97","966.69","20.75","31.62","-91.33","-0.10","77.16","92.29","-205.00","Evening Star - Bearish","2016-09-01"
"STAR-1M","944.00","501000.00","820618.00","-1.20","-1.56","-17.85","-16.45","-20.25","950.39","953.43","983.28","988.95","1038.86","1017.67","1084.66","1052.58","1100.40","1071.92","1108.28","1090.97","1131.03","1138.05","1210.35","867.36","1038.86","-51.49","-43.74","-7.75","35.24","11.41","36.06","28.11","52.09","44.25","-41.09","970.00","21.55","31.99","-91.39","-0.10","73.85","89.42","-205.10","","2016-09-01"
"STAR-2M","950.00","5000.00","191910.00","-1.45","-1.81","-18.90","-18.72","-24.28","956.29","959.71","988.39","994.83","1043.89","1023.38","1091.05","1057.49","1103.96","1075.73","1105.58","1094.66","1151.45","1149.16","1214.43","873.36","1043.89","-51.03","-43.30","-7.73","32.53","17.71","43.75","29.53","56.05","45.40","-25.03","1012.87","14.00","27.36","-91.41","-0.08","73.75","91.13","-221.45","","2016-09-01"
"STARPAPER","99.95","426321.00","162276.76","4.93","-3.52","75.35","128.20","255.06","102.40","99.54","94.10","93.17","83.99","86.87","72.00","77.47","64.40","70.32","54.21","60.12","43.92","47.89","117.52","50.45","83.99","11.77","11.13","0.64","57.93","40.88","19.89","67.24","23.99","38.82","-75.96","113.95","9.50","5.93","-39.49","1.38","13.02","4.34","42.95","Engulfing Line - Bullish","2016-09-01"
"STCINDIA","113.35","93437.00","340121.20","-1.56","-3.00","5.34","29.62","-29.20","114.51","114.67","115.30","114.18","112.04","113.17","111.08","111.26","109.88","109.39","103.10","107.92","115.05","121.30","122.32","101.77","112.04","1.98","2.12","-0.14","22.87","21.55","17.18","52.58","38.00","29.67","-89.02","110.81","2.90","4.35","-49.72","0.24","0.00","20.69","5.75","NO PATTERN","2016-09-01"
"STEL","30.65","11769.00","10399.44","-4.37","-5.98","3.55","15.23","11.86","31.65","31.46","31.00","31.09","30.52","30.66","29.54","29.98","28.98","29.48","28.55","28.85","28.80","28.59","33.20","27.83","30.52","0.82","0.81","0.01","45.48","25.45","9.33","51.92","31.92","42.45","-122.51","34.45","3.30","1.87","-70.37","0.18","0.00","11.91","1.05","Engulfing Line - Bearish","2016-09-01"
"STERLINBIO","4.10","54527.00","215299.26","0.00","1.23","-8.89","26.15","-18.81","4.03","4.06","3.99","4.06","4.07","4.09","4.24","4.10","4.17","4.09","3.90","4.14","4.75","4.60","4.39","3.75","4.07","-0.05","-0.06","0.01","16.90","18.14","14.95","49.85","60.12","46.23","72.65","3.81","0.10","0.21","-30.00","0.15","100.00","80.58","-0.40","NO PATTERN","2016-09-01"
"STERTOOLS","723.90","970.00","7145.74","0.86","-0.30","32.03","60.24","92.09","716.93","721.16","725.21","708.74","694.10","687.93","636.08","648.72","587.79","615.84","540.38","567.77","499.47","500.30","808.31","579.89","694.10","41.34","46.88","-5.55","51.47","32.10","8.76","67.47","44.60","34.25","49.42","704.25","30.50","29.16","-53.93","0.71","27.37","20.46","175.60","NO PATTERN","2016-09-01"
"STINDIA","8.05","941.00","1452.84","0.00","-8.00","-20.69","-44.48","0.00","8.38","8.27","8.60","8.63","9.00","8.92","9.57","9.53","9.74","10.21","13.47","11.22","","","10.38","7.62","9.00","-0.58","-0.56","-0.02","11.78","23.26","27.09","35.03","9.61","27.47","-75.40","9.07","0.45","0.59","-97.50","-0.81","0.00","8.07","-2.10","Doji","2016-09-01"
"STOREONE","163.60","177845.00","624797.54","-0.88","8.60","-8.09","19.29","432.90","160.22","161.17","155.65","163.11","172.17","167.30","178.93","170.71","183.06","167.89","154.87","151.48","93.26","109.13","222.25","122.09","172.17","-7.15","-7.15","0.00","21.64","21.71","24.30","46.76","73.04","67.91","56.85","197.78","8.40","14.33","-67.95","0.44","81.77","91.03","-14.40","NO PATTERN","2016-09-01"
"STRTECH","86.00","979073.00","459894.22","1.65","-1.55","-3.37","-6.11","28.36","84.94","85.48","86.82","86.38","87.19","86.86","88.19","87.31","87.36","87.48","87.83","87.46","87.21","87.56","90.55","83.82","87.19","-0.82","-0.50","-0.32","19.76","22.30","21.09","45.81","19.26","10.84","90.09","79.09","5.10","2.93","-73.51","0.00","100.00","38.33","-3.00","Engulfing Line - Bullish","2016-09-01"
"SUBEX","12.15","2351675.00","7696742.66","-0.82","-2.80","0.00","32.79","4.74","12.26","12.29","12.20","12.28","12.11","12.26","12.38","12.15","12.30","11.94","11.08","11.48","10.78","11.39","13.47","10.74","12.11","0.06","0.05","0.01","15.84","20.51","21.79","49.13","28.42","27.78","-102.56","11.51","0.40","0.68","-50.00","0.30","0.00","10.53","0.00","NO PATTERN","2016-09-01"
"SUBROS","104.70","131907.00","134694.22","-2.15","2.45","9.29","9.46","38.31","103.15","103.87","102.30","101.98","100.07","100.68","97.87","98.80","95.75","97.38","94.69","95.30","92.82","92.45","107.89","92.24","100.07","2.42","2.09","0.33","26.76","24.47","9.50","60.91","62.29","58.75","86.26","97.05","5.20","4.38","-30.41","0.15","46.24","77.17","8.90","NO PATTERN","2016-09-01"
"SUDAR","2.60","12584.00","51284.62","0.00","-8.77","-11.86","-5.45","-67.09","2.69","2.68","2.82","2.79","2.87","2.84","2.95","2.90","3.01","2.94","2.93","3.08","3.49","4.10","3.13","2.62","2.87","-0.09","-0.06","-0.03","12.34","12.49","21.50","32.08","14.29","13.86","-108.84","3.13","0.20","0.19","-87.50","-0.05","0.00","0.00","-0.35","Doji","2016-09-01"
"SUDARSCHEM","407.65","267753.00","570131.60","-2.53","5.99","31.50","209.88","323.75","413.21","409.78","388.23","385.94","357.60","365.50","322.58","330.83","285.41","299.42","218.24","247.68","152.34","184.82","451.11","264.08","357.60","39.33","37.25","2.09","60.91","43.48","10.25","71.08","64.38","80.44","-11.52","385.22","22.55","20.64","-29.38","1.69","0.00","33.33","97.65","NO PATTERN","2016-09-01"
"SUJANATWR","10.15","41726.00","102134.36","1.50","-1.46","-6.02","12.15","0.00","10.05","10.10","10.13","10.15","10.16","10.15","10.20","10.08","9.90","10.01","9.64","10.04","10.75","10.37","10.73","9.60","10.16","0.02","0.06","-0.04","22.78","27.99","15.04","50.45","30.16","19.85","48.52","11.12","1.05","0.67","-66.67","0.13","100.00","38.95","-0.65","NO PATTERN","2016-09-01"
"SUJANAUNI","1.45","12953.00","164138.86","-3.33","-9.38","-3.33","31.82","20.83","1.55","1.52","1.57","1.55","1.57","1.56","1.59","1.53","1.47","1.49","1.33","1.43","1.41","1.40","1.65","1.48","1.57","0.01","0.03","-0.02","29.35","22.04","23.76","42.36","0.00","22.22","-111.11","1.70","0.05","0.08","-100.00","0.52","0.00","0.00","-0.05","Doji","2016-09-01"
"SUMEETINDS","15.45","126334.00","558821.68","-0.96","4.75","0.65","24.10","63.49","15.35","15.42","15.31","15.38","15.60","15.30","15.11","14.94","14.35","14.51","13.20","13.75","12.69","12.78","16.66","14.54","15.60","0.23","0.33","-0.10","29.23","25.19","15.45","54.29","65.77","62.33","38.06","16.44","0.45","0.76","-57.14","0.48","65.39","81.83","0.10","NO PATTERN","2016-09-01"
"SUMMITSEC","428.55","2464.00","3948.56","-1.24","4.50","23.22","33.92","42.40","424.48","424.11","405.81","409.16","396.49","399.43","377.76","385.20","368.30","373.20","345.52","353.61","318.69","333.06","439.53","353.45","396.49","18.08","15.05","3.03","41.70","25.83","6.26","73.23","72.64","76.42","55.93","387.44","11.95","20.23","-22.41","0.37","31.60","77.20","80.75","NO PATTERN","2016-09-01"
"SUNCLAYLTD","2465.10","231.00","5414.94","0.44","2.56","3.41","23.14","24.24","2442.31","2444.49","2422.38","2423.07","2430.11","2400.00","2340.60","2347.68","2263.32","2296.31","2156.45","2213.30","2075.92","2101.17","2502.23","2358.00","2430.11","48.38","54.81","-6.44","44.19","17.76","7.96","63.54","69.96","65.79","81.93","2490.00","45.00","77.05","-19.20","0.31","100.00","86.70","81.30","NO PATTERN","2016-09-01"
"SUNDARAM","4.60","892715.00","1785498.78","-4.17","-5.15","10.84","84.00","95.74","4.77","4.72","4.58","4.62","4.49","4.53","4.41","4.36","4.24","4.15","3.50","3.76","2.97","3.19","5.01","3.96","4.49","0.17","0.16","0.01","47.71","27.08","10.43","54.57","37.20","55.13","-115.94","4.25","0.35","0.32","-50.00","0.77","0.00","0.00","0.45","Engulfing Line - Bearish","2016-09-01"
"SUNDARMFIN","1449.75","24275.00","28899.50","-0.34","0.68","-0.78","-0.84","-1.48","1442.16","1446.89","1451.52","1452.61","1461.89","1459.20","1478.34","1464.79","1483.29","1460.62","1439.80","1438.81","1372.42","1428.66","1502.03","1421.75","1461.89","-11.35","-10.47","-0.89","20.06","17.14","14.65","45.67","41.47","32.38","38.77","1420.00","28.05","37.72","-62.81","0.08","84.16","82.99","-11.35","NO PATTERN","2016-09-01"
"SUNDRMBRAK","386.80","7038.00","16885.32","-0.72","0.30","15.05","46.77","64.98","379.48","383.71","383.35","376.99","364.44","368.48","351.41","352.74","330.09","338.39","300.38","315.57","281.37","289.59","429.66","299.23","364.44","16.75","17.83","-1.08","43.33","30.33","12.72","59.41","52.27","36.46","63.88","435.10","12.90","24.24","-44.71","0.57","83.46","70.80","50.60","NO PATTERN","2016-09-01"
"SUNDRMFAST","287.25","189964.00","412105.80","-1.49","2.48","51.26","72.47","74.41","285.49","286.33","280.10","273.09","255.53","260.46","229.39","241.47","215.66","227.01","194.05","206.57","172.41","184.67","327.42","183.64","255.53","23.64","22.60","1.04","55.30","39.33","9.74","74.60","63.03","59.63","28.92","278.02","9.95","13.90","-20.33","0.76","0.00","45.99","97.35","NO PATTERN","2016-09-01"
"SUNFLAG","29.70","165319.00","215441.78","-0.83","1.19","3.85","24.27","60.98","29.73","29.77","29.62","29.66","29.68","29.47","29.23","28.90","27.91","28.20","26.40","26.77","23.77","24.29","31.32","28.05","29.68","0.43","0.54","-0.11","41.11","22.40","8.99","53.13","37.80","34.09","-4.25","31.47","1.35","1.60","-53.12","0.37","39.61","65.14","1.10","NO PATTERN","2016-09-01"
"SUNILHITEC","179.45","47884.00","152113.22","0.06","-2.39","-2.07","-5.25","-28.31","179.93","180.33","181.65","181.70","183.26","181.95","182.52","181.82","178.77","182.59","184.54","188.35","217.39","214.57","192.89","173.64","183.26","-0.27","0.49","-0.76","16.83","19.12","15.55","46.37","10.72","10.33","-73.48","197.16","5.05","7.10","-71.54","-0.04","9.29","3.10","-3.80","Doji","2016-09-01"
"SUNPHARMA","770.05","1183855.00","3353974.20","-0.72","0.67","-7.10","3.12","-13.58","767.02","770.13","772.50","776.59","791.08","782.16","797.03","786.18","788.04","787.34","783.09","791.14","797.20","805.55","847.63","734.53","791.08","-9.10","-6.56","-2.54","25.61","18.65","27.24","42.46","80.11","66.32","46.31","747.31","11.65","16.35","-70.43","0.03","79.51","93.17","-58.85","NO PATTERN","2016-09-01"
"SUNPHARMA-1M","772.85","2970600.00","6645444.00","-0.79","1.00","-7.08","2.66","-13.41","770.86","773.33","775.00","779.48","793.92","784.95","799.48","788.90","790.63","790.04","785.92","793.74","799.41","807.78","851.26","736.58","793.92","-8.94","-6.53","-2.41","26.89","18.31","28.37","42.40","78.45","67.01","37.18","750.53","11.20","16.38","-71.04","0.03","73.68","90.39","-58.90","","2016-09-01"
"SUNPHARMA-2M","778.05","38400.00","2266704.00","-0.66","1.06","-6.92","2.71","-13.29","775.51","778.04","779.40","783.98","798.29","789.39","803.84","793.30","795.00","794.43","790.39","798.11","803.59","812.05","855.52","741.06","798.29","-8.85","-6.52","-2.33","26.20","20.05","29.46","42.74","80.79","67.82","40.33","755.70","11.20","15.47","-70.73","0.03","74.95","89.84","-57.85","","2016-09-01"
"SUNTECK","229.90","28678.00","185781.14","-1.14","-1.58","-5.08","5.60","2.20","232.98","232.47","233.42","233.97","234.21","235.46","242.22","236.76","240.88","236.15","230.02","233.08","227.14","230.22","243.14","225.28","234.21","-2.57","-2.50","-0.07","17.47","12.75","18.59","43.35","36.08","46.28","-86.06","224.68","7.10","9.76","-52.61","0.10","0.00","36.46","-12.30","Engulfing Line - Bearish","2016-09-01"
"SUNTV","466.80","664779.00","1648906.54","-1.19","-0.16","2.11","26.50","56.33","470.07","469.34","468.50","466.60","465.94","461.19","449.42","447.91","423.75","434.72","401.02","413.94","383.67","391.28","480.44","451.43","465.94","11.64","14.27","-2.62","31.54","25.79","16.10","57.82","45.07","58.03","-69.68","458.12","11.15","13.97","-60.71","0.43","0.00","51.38","9.65","NO PATTERN","2016-09-01"
"SUNTV-1M","468.70","3570000.00","6403680.00","-1.45","0.19","1.74","25.99","57.07","473.09","471.85","470.23","468.71","467.82","463.16","451.15","449.76","425.44","436.48","402.72","415.47","384.52","392.50","482.47","453.17","467.82","11.87","14.33","-2.45","29.57","26.89","17.08","57.38","48.26","63.34","-72.48","459.63","11.00","13.53","-58.45","0.43","0.00","50.50","8.00","","2016-09-01"
"SUNTV-2M","471.15","28000.00","1271200.00","-1.71","0.02","1.78","26.08","33.56","474.99","474.17","472.67","471.07","470.26","465.52","453.48","452.03","427.49","438.67","404.51","417.63","387.59","394.42","484.67","455.85","470.26","11.91","14.43","-2.52","26.61","33.57","22.82","57.94","58.65","78.65","-54.11","464.86","8.75","10.64","-60.95","0.44","0.00","66.67","8.25","","2016-09-01"
"SUPERHOUSE","160.60","3170.00","8396.72","-0.03","0.66","-2.16","-0.40","5.38","161.36","160.37","154.82","158.51","157.81","158.69","161.11","159.22","160.32","159.17","157.93","158.49","158.60","161.13","170.94","144.69","157.81","-0.42","-1.50","1.07","19.26","21.62","16.12","51.92","49.53","61.51","-36.38","144.99","5.40","8.23","-32.35","0.03","44.53","60.50","-3.55","NO PATTERN","2016-09-01"
"SUPERSPIN","9.85","159338.00","97620.28","8.84","7.65","-1.50","34.93","15.20","9.25","9.36","9.17","9.31","9.34","9.37","9.80","9.35","9.47","9.19","8.44","8.80","8.13","8.49","10.13","8.56","9.34","-0.08","-0.10","0.02","18.19","22.40","14.84","56.36","49.04","50.54","166.67","8.19","1.60","0.80","-25.00","0.37","100.00","78.08","-0.15","Engulfing Line - Bullish","2016-09-01"
"SUPPETRO","203.05","139935.00","96099.22","-1.14","7.63","9.99","17.07","95.24","196.51","197.29","186.29","189.94","184.13","187.59","184.81","185.36","184.29","182.74","179.94","173.99","142.32","151.34","200.66","167.60","184.13","3.98","1.19","2.79","21.13","33.18","9.03","69.71","76.35","77.83","85.90","184.38","9.25","7.80","-26.64","0.14","74.17","91.39","18.45","NO PATTERN","2016-09-01"
"SUPRAJIT","192.25","10719.00","85729.90","-1.18","-0.08","-1.11","18.16","39.87","191.95","192.58","194.14","192.80","193.01","192.60","191.85","191.15","191.43","188.18","179.17","179.68","156.27","163.79","199.27","186.75","193.01","0.65","1.10","-0.45","16.74","19.87","14.95","50.36","58.39","57.66","37.58","205.02","2.55","5.67","-71.43","0.24","52.30","81.70","-2.15","NO PATTERN","2016-09-01"
"SUPREMEIND","954.00","27457.00","57646.58","-0.31","-2.15","2.31","3.72","60.85","955.03","958.98","968.85","961.50","961.79","957.16","944.88","945.58","927.66","931.86","904.34","897.75","793.22","807.89","1001.03","922.55","961.79","9.50","13.72","-4.22","11.14","15.60","17.52","50.77","29.79","24.80","-47.86","1013.86","18.85","29.26","-78.15","0.19","30.58","29.80","21.55","NO PATTERN","2016-09-01"
"SUPREMEINF","96.60","40273.00","35981.90","-1.98","-2.13","-5.53","21.51","-18.69","95.89","97.13","99.16","98.65","99.35","99.80","102.83","101.29","105.72","101.86","101.37","102.38","107.10","110.82","106.66","92.04","99.35","-2.12","-1.91","-0.20","22.80","18.57","23.02","42.72","39.95","27.62","65.41","107.01","6.50","5.41","-60.05","0.00","73.46","70.09","-5.65","NO PATTERN","2016-09-01"
"SUPREMETEX","10.60","8110095.00","1315643.16","4.43","21.84","43.24","211.76","46.21","9.81","9.82","8.37","8.74","7.56","8.25","7.48","7.68","7.39","7.20","5.79","6.49","5.86","6.26","10.66","4.46","7.56","0.86","0.50","0.37","37.21","67.56","14.40","80.45","97.42","97.62","115.38","8.14","0.50","0.41","-1.00","0.83","100.00","100.00","3.20","Doji","2016-09-01"
"SURANAIND","5.35","13150.00","29195.64","0.94","-0.93","0.94","-2.73","-62.06","5.38","5.36","5.32","5.36","5.35","5.41","5.53","5.55","5.81","5.69","5.96","6.04","6.74","7.47","5.59","5.10","5.35","-0.11","-0.15","0.04","9.30","12.74","15.68","45.17","37.50","48.30","-94.02","5.60","0.40","0.30","-41.67","-0.29","31.60","10.53","0.05","NO PATTERN","2016-09-01"
"SURANASOL","23.95","2001687.00","323916.62","-9.45","-4.96","-15.67","14.32","40.47","24.61","24.70","24.98","25.17","25.71","25.61","27.27","25.90","26.56","25.74","24.28","25.12","24.16","23.59","28.38","23.05","25.71","-0.72","-0.60","-0.12","27.45","31.42","9.45","41.63","29.77","23.89","96.72","30.70","7.10","2.20","-95.07","0.25","30.31","43.44","-4.45","NO PATTERN","2016-09-01"
"SURANAT&P","5.00","15562.00","63011.02","2.04","-0.99","-17.36","6.38","14.94","5.01","5.00","5.04","5.11","5.18","5.24","5.66","5.39","5.73","5.44","5.32","5.42","5.47","5.36","5.71","4.65","5.18","-0.23","-0.23","0.00","25.47","13.20","16.31","41.01","15.15","23.64","-26.32","5.40","0.20","0.44","-71.43","0.05","77.10","51.66","-1.05","NO PATTERN","2016-09-01"
"SURYALAXMI","140.50","51777.00","111663.68","0.43","2.89","-5.58","-1.40","37.14","140.25","140.26","139.66","140.69","141.47","141.78","146.98","143.15","145.51","143.15","145.19","139.76","124.28","127.81","148.24","134.71","141.47","-1.99","-2.21","0.22","15.92","14.23","15.94","46.43","61.40","61.82","23.14","134.97","4.30","5.63","-44.87","0.04","63.18","73.73","-8.30","NO PATTERN","2016-09-01"
"SURYAROSNI","190.85","525574.00","224410.08","3.36","7.16","12.13","17.48","66.46","184.29","184.78","178.10","179.63","175.48","177.02","171.64","173.49","170.02","170.39","162.91","164.41","150.60","153.40","187.27","163.69","175.48","4.76","3.39","1.37","38.10","31.21","6.33","75.47","66.34","67.81","123.42","177.21","10.35","6.03","-15.51","0.20","100.00","96.63","20.65","NO PATTERN","2016-09-01"
"SUTLEJTEX","740.40","5145.00","19184.24","-0.26","1.65","11.80","30.40","69.70","739.47","739.53","735.86","734.23","732.50","727.44","710.83","711.20","697.98","691.28","636.30","648.65","551.28","580.02","775.36","689.65","732.50","14.28","16.18","-1.90","20.04","21.41","11.66","59.30","69.59","71.43","108.20","774.72","32.75","26.13","-49.33","0.42","64.38","78.58","78.15","NO PATTERN","2016-09-01"
"SUVEN","189.30","196453.00","290989.28","-1.46","-3.79","-4.78","-11.87","-13.50","192.70","192.56","196.48","195.66","198.14","197.19","200.06","199.13","200.78","200.56","204.96","203.32","214.11","217.44","205.68","190.60","198.14","-2.76","-1.90","-0.87","16.21","10.69","23.25","30.96","13.68","16.89","-146.29","200.11","4.75","5.06","-94.34","-0.06","0.00","0.00","-9.50","NO PATTERN","2016-09-01"
"SUZLON","15.70","10293681.00","17461760.38","-0.63","-3.68","-7.37","1.29","-26.29","15.86","15.89","16.26","16.19","16.41","16.39","16.90","16.61","17.10","16.66","16.48","16.64","17.05","17.99","17.17","15.65","16.41","-0.36","-0.29","-0.06","17.10","14.27","28.44","33.19","17.38","14.20","-107.84","16.89","0.30","0.41","-93.75","0.04","32.66","40.37","-1.25","NO PATTERN","2016-09-01"
"SVOGL","3.35","69020.00","67558.48","0.00","1.52","-8.22","-1.47","-45.53","3.38","3.36","3.30","3.35","3.32","3.39","3.52","3.48","3.65","3.58","3.74","3.88","5.07","4.85","3.51","3.13","3.32","-0.08","-0.11","0.03","30.36","9.69","17.84","43.90","60.00","68.20","-83.33","3.13","0.20","0.19","-30.00","-0.30","13.95","43.54","-0.30","NO PATTERN","2016-09-01"
"SWANENERGY","63.50","326332.00","377382.86","1.44","-1.09","1.68","8.55","5.92","63.46","63.45","63.82","63.57","63.45","63.53","63.23","63.33","63.80","63.05","61.56","62.68","63.72","63.78","65.20","61.70","63.45","0.11","0.19","-0.08","57.00","17.93","7.90","50.33","36.37","28.50","-32.52","69.33","1.85","2.36","-74.00","0.08","67.11","41.46","1.05","Doji","2016-09-01"
"SWARAJENG","1166.80","8835.00","7730.96","0.38","3.66","1.78","5.40","37.42","1145.97","1153.45","1146.42","1146.67","1140.66","1145.71","1144.63","1144.29","1153.04","1138.40","1134.12","1111.28","1008.02","1035.19","1170.88","1110.44","1140.66","1.62","-0.98","2.60","20.85","22.16","13.01","57.48","72.55","54.46","96.39","1113.92","25.55","32.42","-27.06","0.07","100.00","100.00","20.35","NO PATTERN","2016-09-01"
"SWELECTES","367.65","2655.00","4909.58","0.00","-0.59","-7.52","-9.28","-8.34","371.66","370.52","374.16","374.55","377.27","378.00","386.19","383.70","392.41","388.26","400.19","394.71","403.84","402.04","390.74","363.79","377.27","-6.63","-6.48","-0.15","17.90","11.03","17.40","34.67","16.74","27.24","-104.63","382.00","7.80","10.00","-92.21","-0.12","0.00","26.67","-29.90","NO PATTERN","2016-09-01"
"SYMPHONY","2290.20","2790.00","18211.52","-0.80","-0.45","-0.65","-4.53","22.02","2321.03","2308.46","2304.50","2310.10","2297.59","2316.69","2340.96","2333.23","2371.38","2346.06","2376.59","2349.31","2303.22","2257.63","2347.66","2247.53","2297.59","-14.43","-20.04","5.61","14.46","19.48","15.40","44.30","30.57","47.71","-135.66","2235.42","32.80","55.29","-57.66","-0.07","0.00","28.50","-14.95","NO PATTERN","2016-09-01"
"SYNCOM","7.15","89445.00","182536.68","0.00","-5.92","-16.86","0.00","10.00","7.32","7.30","7.49","7.52","7.71","7.68","8.08","7.83","8.19","7.85","7.57","7.78","8.06","7.80","8.38","7.03","7.71","-0.27","-0.22","-0.05","29.22","9.13","25.20","33.74","15.83","17.98","-98.21","8.03","0.40","0.42","-84.62","0.11","0.00","0.00","-1.45","Doji","2016-09-01"
"SYNDIBANK","73.85","2531258.00","3523229.04","-4.22","-1.47","-0.94","13.01","-14.08","74.94","75.14","74.67","74.84","74.22","74.78","75.24","74.56","75.36","73.99","71.62","72.83","72.26","75.82","77.48","70.95","74.22","0.14","-0.02","0.16","11.68","25.10","27.76","47.41","63.95","55.97","-11.79","72.88","4.20","2.50","-55.95","0.13","15.67","69.60","-0.70","Evening Star - Bearish","2016-09-01"
"SYNDIBANK-1M","74.20","8784000.00","13455320.00","-4.26","-0.93","-1.00","12.77","-13.37","75.46","75.56","75.01","75.22","74.55","75.13","75.52","74.88","75.66","74.29","71.89","73.09","72.44","76.06","77.90","71.20","74.55","0.18","0.01","0.18","12.11","23.39","26.39","47.54","63.24","57.72","-17.72","73.34","4.55","2.64","-54.55","0.13","8.79","65.03","-0.75","","2016-09-01"
"SYNDIBANK-2M","74.85","144000.00","2587320.00","-3.92","-1.06","-0.47","12.98","-25.34","75.72","75.96","75.42","75.59","74.87","75.49","75.87","75.23","76.04","74.62","72.08","73.38","72.62","76.37","78.55","71.19","74.87","0.19","0.01","0.19","10.71","32.27","31.53","48.48","65.49","52.76","-15.84","72.73","3.85","2.17","-55.97","0.14","24.09","72.58","-0.35","","2016-09-01"
"SYNGENE","467.40","54372.00","162028.88","-1.13","1.11","14.66","20.87","49.83","467.81","464.93","442.46","449.29","433.38","441.21","426.71","431.70","423.51","424.49","406.41","412.77","393.21","392.56","478.92","387.85","433.38","14.32","9.24","5.08","34.93","38.71","9.33","71.87","67.58","74.81","23.43","429.42","12.65","14.38","-24.23","0.16","0.00","55.67","59.75","NO PATTERN","2016-09-01"
"TAINWALCHM","44.05","920.00","6164.64","0.00","-0.56","-15.04","1.61","-8.23","44.14","44.23","44.67","45.17","46.29","46.19","48.96","47.49","50.59","47.90","48.33","47.18","42.76","44.91","51.14","41.45","46.29","-1.86","-1.83","-0.03","34.09","11.05","20.87","34.65","52.35","43.58","58.82","48.28","1.85","2.72","-72.15","0.01","62.96","75.31","-7.80","NO PATTERN","2016-09-01"
"TAJGVK","129.65","70398.00","197929.16","-1.89","-7.92","-8.76","29.71","100.85","133.13","133.24","134.98","134.82","133.82","134.39","136.56","131.54","127.95","127.01","112.64","116.92","96.27","101.62","150.98","116.67","133.82","1.38","2.57","-1.19","23.88","17.88","17.15","47.12","8.86","10.49","-99.09","128.30","8.30","9.67","-69.78","0.60","0.00","1.02","-12.45","NO PATTERN","2016-09-01"
"TAKE","165.95","106829.00","342150.82","-2.47","-1.54","-6.11","-3.49","44.43","166.20","166.68","168.24","168.38","171.15","169.74","172.55","170.70","173.42","169.99","165.43","166.43","160.89","162.35","181.64","160.66","171.15","-2.27","-1.72","-0.55","16.17","17.70","18.93","43.73","35.44","29.59","9.92","177.20","6.25","6.07","-81.27","0.12","48.31","60.05","-10.80","NO PATTERN","2016-09-01"
"TALBROAUTO","120.10","12096.00","27173.76","-0.95","-1.07","4.80","8.64","3.85","119.65","120.23","121.12","119.90","119.24","119.19","117.19","117.77","115.97","116.32","114.12","113.83","109.61","114.33","125.76","112.72","119.24","1.42","1.66","-0.23","31.64","26.32","14.82","53.82","42.02","32.80","25.94","116.93","3.55","4.32","-46.31","0.16","57.76","63.36","5.50","NO PATTERN","2016-09-01"
